condition,invest,payout,payout_r,payout_p,id,excluded,block_number,role,subjectTake,response_bool,proposerTake,subject_response,subject_response_bool,prev_subjectTake,prev_response_bool,prev_proposerTake,prev_subject_response,prev_subject_response_bool,prev_prev_subjectTake,prev_prev_response_bool,prev_prev_proposerTake,prev_prev_subject_response,prev_prev_subject_response_bool,deception,deception_scale,E_p,E_r,received
control,,,,,55,0,0,p,,,,,,,,8.0,1.0,1.0,6.0,1.0,,,,1,3,5.857142857142857,6.666666666666667,
anti_reciprocity,,5.0,,5.0,55,0,1,p,5.0,1.0,,,,,,,,,,,,,,1,3,,,
anti_reciprocity,,0.0,0.0,,55,0,1,r,,,9.0,-2.0,0.0,5.0,1.0,,,,,,,,,1,3,5.0,,1.0
anti_reciprocity,,6.0,,6.0,55,0,1,p,6.0,1.0,,,,,,9.0,-2.0,0.0,5.0,1.0,,,,1,3,5.0,9.0,
anti_reciprocity,,0.0,0.0,,55,0,1,r,,,8.0,-2.0,0.0,6.0,1.0,,,,,,9.0,-2.0,0.0,1,3,5.5,9.0,2.0
anti_reciprocity,,0.0,,0.0,55,0,1,p,7.0,0.0,,,,,,8.0,-2.0,0.0,6.0,1.0,,,,1,3,5.5,8.5,
anti_reciprocity,,0.0,0.0,,55,0,1,r,,,8.0,-2.0,0.0,7.0,0.0,,,,,,8.0,-2.0,0.0,1,3,6.0,8.5,2.0
anti_reciprocity,,0.0,,0.0,55,0,1,p,6.0,0.0,,,,,,8.0,-2.0,0.0,7.0,0.0,,,,1,3,6.0,8.333333333333334,
anti_reciprocity,,0.0,0.0,,55,0,1,r,,,8.0,-2.0,0.0,6.0,0.0,,,,,,8.0,-2.0,0.0,1,3,6.0,8.333333333333334,2.0
anti_reciprocity,,5.0,,5.0,55,0,1,p,5.0,1.0,,,,,,8.0,-2.0,0.0,6.0,0.0,,,,1,3,6.0,8.25,
anti_reciprocity,,0.0,0.0,,55,0,1,r,,,9.0,-2.0,0.0,5.0,1.0,,,,,,8.0,-2.0,0.0,1,3,5.8,8.25,1.0
anti_reciprocity,,5.0,,5.0,55,0,1,p,5.0,1.0,,,,,,9.0,-2.0,0.0,5.0,1.0,,,,1,3,5.8,8.4,
anti_reciprocity,,0.0,0.0,,55,0,1,r,,,9.0,-2.0,0.0,5.0,1.0,,,,,,9.0,-2.0,0.0,1,3,5.666666666666667,8.4,1.0
anti_reciprocity,,5.0,,5.0,55,0,1,p,5.0,1.0,,,,,,9.0,-2.0,0.0,5.0,1.0,,,,1,3,5.666666666666667,8.5,
anti_reciprocity,10.0,,,,55,0,1,p,,,,,,5.0,1.0,,,,,,9.0,-2.0,0.0,1,3,5.571428571428571,8.5,
selfish,,5.0,,5.0,55,0,2,p,5.0,1.0,,,,,,,,,,,,,,1,3,,,
selfish,,5.0,5.0,,55,0,2,r,,,5.0,2.0,1.0,5.0,1.0,,,,,,,,,1,3,5.0,,5.0
selfish,,5.0,,5.0,55,0,2,p,5.0,1.0,,,,,,5.0,2.0,1.0,5.0,1.0,,,,1,3,5.0,5.0,
selfish,,0.0,0.0,,55,0,2,r,,,9.0,-2.0,0.0,5.0,1.0,,,,,,5.0,2.0,1.0,1,3,5.0,5.0,1.0
selfish,,0.0,,0.0,55,0,2,p,7.0,0.0,,,,,,9.0,-2.0,0.0,5.0,1.0,,,,1,3,5.0,7.0,
selfish,,0.0,0.0,,55,0,2,r,,,9.0,-2.0,0.0,7.0,0.0,,,,,,9.0,-2.0,0.0,1,3,5.666666666666667,7.0,1.0
selfish,,0.0,,0.0,55,0,2,p,6.0,0.0,,,,,,9.0,-2.0,0.0,7.0,0.0,,,,1,3,5.666666666666667,7.666666666666667,
selfish,,0.0,0.0,,55,0,2,r,,,7.0,-2.0,0.0,6.0,0.0,,,,,,9.0,-2.0,0.0,1,3,5.75,7.666666666666667,3.0
selfish,,5.0,,5.0,55,0,2,p,5.0,1.0,,,,,,7.0,-2.0,0.0,6.0,0.0,,,,1,3,5.75,7.5,
selfish,,4.0,4.0,,55,0,2,r,,,6.0,1.0,1.0,5.0,1.0,,,,,,7.0,-2.0,0.0,1,3,5.6,7.5,4.0
selfish,,0.0,,0.0,55,0,2,p,6.0,0.0,,,,,,6.0,1.0,1.0,5.0,1.0,,,,1,3,5.6,7.2,
selfish,,0.0,0.0,,55,0,2,r,,,9.0,-2.0,0.0,6.0,0.0,,,,,,6.0,1.0,1.0,1,3,5.666666666666667,7.2,1.0
selfish,,5.0,,5.0,55,0,2,p,5.0,1.0,,,,,,9.0,-2.0,0.0,6.0,0.0,,,,1,3,5.666666666666667,7.5,
selfish,15.0,,,,55,0,2,p,,,,,,5.0,1.0,,,,,,9.0,-2.0,0.0,1,3,5.571428571428571,7.5,
generous,,5.0,,5.0,55,0,3,p,5.0,1.0,,,,,,,,,,,,,,1,3,,,
generous,,4.0,4.0,,55,0,3,r,,,6.0,2.0,1.0,5.0,1.0,,,,,,,,,1,3,5.0,,4.0
generous,,,,,55,0,3,p,,0.0,,,,,,6.0,2.0,1.0,5.0,1.0,,,,1,3,5.0,6.0,
generous,,5.0,5.0,,55,0,3,r,,,5.0,2.0,1.0,,0.0,,,,,,6.0,2.0,1.0,1,3,5.0,6.0,5.0
generous,,5.0,,5.0,55,0,3,p,5.0,1.0,,,,,,5.0,2.0,1.0,,0.0,,,,1,3,5.0,5.5,
generous,,5.0,5.0,,55,0,3,r,,,5.0,2.0,1.0,5.0,1.0,,,,,,5.0,2.0,1.0,1,3,5.0,5.5,5.0
generous,,7.0,,7.0,55,0,3,p,7.0,1.0,,,,,,5.0,2.0,1.0,5.0,1.0,,,,1,3,5.0,5.333333333333333,
generous,,5.0,5.0,,55,0,3,r,,,5.0,2.0,1.0,7.0,1.0,,,,,,5.0,2.0,1.0,1,3,5.666666666666667,5.333333333333333,5.0
generous,,5.0,,5.0,55,0,3,p,5.0,1.0,,,,,,5.0,2.0,1.0,7.0,1.0,,,,1,3,5.666666666666667,5.25,
generous,,4.0,4.0,,55,0,3,r,,,6.0,2.0,1.0,5.0,1.0,,,,,,5.0,2.0,1.0,1,3,5.5,5.25,4.0
generous,,7.0,,7.0,55,0,3,p,7.0,1.0,,,,,,6.0,2.0,1.0,5.0,1.0,,,,1,3,5.5,5.4,
generous,,5.0,5.0,,55,0,3,r,,,5.0,2.0,1.0,7.0,1.0,,,,,,6.0,2.0,1.0,1,3,5.8,5.4,5.0
generous,,5.0,,5.0,55,0,3,p,5.0,1.0,,,,,,5.0,2.0,1.0,7.0,1.0,,,,1,3,5.8,5.333333333333333,
generous,20.0,,,,55,0,3,p,,,,,,5.0,1.0,,,,,,5.0,2.0,1.0,1,3,5.666666666666667,5.333333333333333,
reciprocity,,5.0,,5.0,55,0,4,p,5.0,1.0,,,,,,,,,,,,,,1,3,,,
reciprocity,,5.0,5.0,,55,0,4,r,,,5.0,2.0,1.0,5.0,1.0,,,,,,,,,1,3,5.0,,5.0
reciprocity,,5.0,,5.0,55,0,4,p,5.0,1.0,,,,,,5.0,2.0,1.0,5.0,1.0,,,,1,3,5.0,5.0,
reciprocity,,5.0,5.0,,55,0,4,r,,,5.0,2.0,1.0,5.0,1.0,,,,,,5.0,2.0,1.0,1,3,5.0,5.0,5.0
reciprocity,,0.0,,0.0,55,0,4,p,6.0,0.0,,,,,,5.0,2.0,1.0,5.0,1.0,,,,1,3,5.0,5.0,
reciprocity,,0.0,0.0,,55,0,4,r,,,6.0,-1.0,0.0,6.0,0.0,,,,,,5.0,2.0,1.0,1,3,5.333333333333333,5.0,4.0
reciprocity,,5.0,,5.0,55,0,4,p,5.0,1.0,,,,,,6.0,-1.0,0.0,6.0,0.0,,,,1,3,5.333333333333333,5.333333333333333,
reciprocity,,5.0,5.0,,55,0,4,r,,,5.0,2.0,1.0,5.0,1.0,,,,,,6.0,-1.0,0.0,1,3,5.25,5.333333333333333,5.0
reciprocity,,5.0,,5.0,55,0,4,p,5.0,1.0,,,,,,5.0,2.0,1.0,5.0,1.0,,,,1,3,5.25,5.25,
reciprocity,,5.0,5.0,,55,0,4,r,,,5.0,2.0,1.0,5.0,1.0,,,,,,5.0,2.0,1.0,1,3,5.2,5.25,5.0
reciprocity,,5.0,,5.0,55,0,4,p,5.0,1.0,,,,,,5.0,2.0,1.0,5.0,1.0,,,,1,3,5.2,5.2,
reciprocity,,5.0,5.0,,55,0,4,r,,,5.0,2.0,1.0,5.0,1.0,,,,,,5.0,2.0,1.0,1,3,5.166666666666667,5.2,5.0
reciprocity,,5.0,,5.0,55,0,4,p,5.0,1.0,,,,,,5.0,2.0,1.0,5.0,1.0,,,,1,3,5.166666666666667,5.166666666666667,
reciprocity,10.0,,,,55,0,4,p,,,,,,5.0,1.0,,,,,,5.0,2.0,1.0,1,3,5.142857142857143,5.166666666666667,
anti_reciprocity,,5.0,,5.0,55,0,5,p,5.0,1.0,,,,,,,,,,,,,,1,3,,,
anti_reciprocity,,0.0,0.0,,55,0,5,r,,,9.0,-2.0,0.0,5.0,1.0,,,,,,,,,1,3,5.0,,1.0
anti_reciprocity,,5.0,,5.0,55,0,5,p,5.0,1.0,,,,,,9.0,-2.0,0.0,5.0,1.0,,,,1,3,5.0,9.0,
anti_reciprocity,,0.0,0.0,,55,0,5,r,,,9.0,-2.0,0.0,5.0,1.0,,,,,,9.0,-2.0,0.0,1,3,5.0,9.0,1.0
anti_reciprocity,,0.0,,0.0,55,0,5,p,7.0,0.0,,,,,,9.0,-2.0,0.0,5.0,1.0,,,,1,3,5.0,9.0,
anti_reciprocity,,4.0,4.0,,55,0,5,r,,,6.0,1.0,1.0,7.0,0.0,,,,,,9.0,-2.0,0.0,1,3,5.666666666666667,9.0,4.0
anti_reciprocity,,0.0,,0.0,55,0,5,p,6.0,0.0,,,,,,6.0,1.0,1.0,7.0,0.0,,,,1,3,5.666666666666667,8.0,
anti_reciprocity,,0.0,0.0,,55,0,5,r,,,8.0,-2.0,0.0,6.0,0.0,,,,,,6.0,1.0,1.0,1,3,5.75,8.0,2.0
anti_reciprocity,,0.0,,0.0,55,0,5,p,6.0,0.0,,,,,,8.0,-2.0,0.0,6.0,0.0,,,,1,3,5.75,8.0,
anti_reciprocity,,0.0,0.0,,55,0,5,r,,,8.0,-2.0,0.0,6.0,0.0,,,,,,8.0,-2.0,0.0,1,3,5.8,8.0,2.0
anti_reciprocity,,0.0,,0.0,55,0,5,p,6.0,0.0,,,,,,8.0,-2.0,0.0,6.0,0.0,,,,1,3,5.8,8.0,
anti_reciprocity,,0.0,0.0,,55,0,5,r,,,8.0,-2.0,0.0,6.0,0.0,,,,,,8.0,-2.0,0.0,1,3,5.833333333333333,8.0,2.0
anti_reciprocity,,0.0,,0.0,55,0,5,p,6.0,0.0,,,,,,8.0,-2.0,0.0,6.0,0.0,,,,1,3,5.833333333333333,8.0,
anti_reciprocity,10.0,,,,55,0,5,p,,,,,,6.0,0.0,,,,,,8.0,-2.0,0.0,1,3,5.857142857142857,8.0,
generous,,5.0,,5.0,55,0,6,p,5.0,1.0,,,,,,,,,,,,,,1,3,,,
generous,,0.0,0.0,,55,0,6,r,,,8.0,-1.0,0.0,5.0,1.0,,,,,,,,,1,3,5.0,,2.0
generous,,5.0,,5.0,55,0,6,p,5.0,1.0,,,,,,8.0,-1.0,0.0,5.0,1.0,,,,1,3,5.0,8.0,
generous,,5.0,5.0,,55,0,6,r,,,5.0,2.0,1.0,5.0,1.0,,,,,,8.0,-1.0,0.0,1,3,5.0,8.0,5.0
generous,,6.0,,6.0,55,0,6,p,6.0,1.0,,,,,,5.0,2.0,1.0,5.0,1.0,,,,1,3,5.0,6.5,
generous,,5.0,5.0,,55,0,6,r,,,5.0,2.0,1.0,6.0,1.0,,,,,,5.0,2.0,1.0,1,3,5.333333333333333,6.5,5.0
generous,,6.0,,6.0,55,0,6,p,6.0,1.0,,,,,,5.0,2.0,1.0,6.0,1.0,,,,1,3,5.333333333333333,6.0,
generous,,4.0,4.0,,55,0,6,r,,,6.0,2.0,1.0,6.0,1.0,,,,,,5.0,2.0,1.0,1,3,5.5,6.0,4.0
generous,,6.0,,6.0,55,0,6,p,6.0,1.0,,,,,,6.0,2.0,1.0,6.0,1.0,,,,1,3,5.5,6.0,
generous,,5.0,5.0,,55,0,6,r,,,5.0,2.0,1.0,6.0,1.0,,,,,,6.0,2.0,1.0,1,3,5.6,6.0,5.0
generous,,5.0,,5.0,55,0,6,p,5.0,1.0,,,,,,5.0,2.0,1.0,6.0,1.0,,,,1,3,5.6,5.8,
generous,,5.0,5.0,,55,0,6,r,,,5.0,2.0,1.0,5.0,1.0,,,,,,5.0,2.0,1.0,1,3,5.5,5.8,5.0
generous,,5.0,,5.0,55,0,6,p,5.0,1.0,,,,,,5.0,2.0,1.0,5.0,1.0,,,,1,3,5.5,5.666666666666667,
generous,15.0,,,,55,0,6,p,,,,,,5.0,1.0,,,,,,5.0,2.0,1.0,1,3,5.428571428571429,5.666666666666667,
reciprocity,,5.0,,5.0,55,0,7,p,5.0,1.0,,,,,,,,,,,,,,1,3,,,
reciprocity,,5.0,5.0,,55,0,7,r,,,5.0,2.0,1.0,5.0,1.0,,,,,,,,,1,3,5.0,,5.0
reciprocity,,5.0,,5.0,55,0,7,p,5.0,1.0,,,,,,5.0,2.0,1.0,5.0,1.0,,,,1,3,5.0,5.0,
reciprocity,,5.0,5.0,,55,0,7,r,,,5.0,2.0,1.0,5.0,1.0,,,,,,5.0,2.0,1.0,1,3,5.0,5.0,5.0
reciprocity,,6.0,,6.0,55,0,7,p,6.0,1.0,,,,,,5.0,2.0,1.0,5.0,1.0,,,,1,3,5.0,5.0,
reciprocity,,4.0,4.0,,55,0,7,r,,,6.0,2.0,1.0,6.0,1.0,,,,,,5.0,2.0,1.0,1,3,5.333333333333333,5.0,4.0
reciprocity,,0.0,,0.0,55,0,7,p,7.0,0.0,,,,,,6.0,2.0,1.0,6.0,1.0,,,,1,3,5.333333333333333,5.333333333333333,
reciprocity,,0.0,0.0,,55,0,7,r,,,7.0,-1.0,0.0,7.0,0.0,,,,,,6.0,2.0,1.0,1,3,5.75,5.333333333333333,3.0
reciprocity,,6.0,,6.0,55,0,7,p,6.0,1.0,,,,,,7.0,-1.0,0.0,7.0,0.0,,,,1,3,5.75,5.75,
reciprocity,,4.0,4.0,,55,0,7,r,,,6.0,2.0,1.0,6.0,1.0,,,,,,7.0,-1.0,0.0,1,3,5.8,5.75,4.0
reciprocity,,6.0,,6.0,55,0,7,p,6.0,1.0,,,,,,6.0,2.0,1.0,6.0,1.0,,,,1,3,5.8,5.8,
reciprocity,,4.0,4.0,,55,0,7,r,,,6.0,2.0,1.0,6.0,1.0,,,,,,6.0,2.0,1.0,1,3,5.833333333333333,5.8,4.0
reciprocity,,0.0,,0.0,55,0,7,p,7.0,0.0,,,,,,6.0,2.0,1.0,6.0,1.0,,,,1,3,5.833333333333333,5.833333333333333,
reciprocity,5.0,,,,55,0,7,p,,,,,,7.0,0.0,,,,,,6.0,2.0,1.0,1,3,6.0,5.833333333333333,
selfish,,5.0,,5.0,55,0,8,p,5.0,1.0,,,,,,,,,,,,,,1,3,,,
selfish,,0.0,0.0,,55,0,8,r,,,7.0,-2.0,0.0,5.0,1.0,,,,,,,,,1,3,5.0,,3.0
selfish,,5.0,,5.0,55,0,8,p,5.0,1.0,,,,,,7.0,-2.0,0.0,5.0,1.0,,,,1,3,5.0,7.0,
selfish,,0.0,0.0,,55,0,8,r,,,9.0,-2.0,0.0,5.0,1.0,,,,,,7.0,-2.0,0.0,1,3,5.0,7.0,1.0
selfish,,5.0,,5.0,55,0,8,p,5.0,1.0,,,,,,9.0,-2.0,0.0,5.0,1.0,,,,1,3,5.0,8.0,
selfish,,1.0,1.0,,55,0,8,r,,,9.0,2.0,1.0,5.0,1.0,,,,,,9.0,-2.0,0.0,1,3,5.0,8.0,1.0
selfish,,5.0,,5.0,55,0,8,p,5.0,1.0,,,,,,9.0,2.0,1.0,5.0,1.0,,,,1,3,5.0,8.333333333333334,
selfish,,0.0,0.0,,55,0,8,r,,,8.0,-2.0,0.0,5.0,1.0,,,,,,9.0,2.0,1.0,1,3,5.0,8.333333333333334,2.0
selfish,,5.0,,5.0,55,0,8,p,5.0,1.0,,,,,,8.0,-2.0,0.0,5.0,1.0,,,,1,3,5.0,8.25,
selfish,,0.0,0.0,,55,0,8,r,,,7.0,-2.0,0.0,5.0,1.0,,,,,,8.0,-2.0,0.0,1,3,5.0,8.25,3.0
selfish,,5.0,,5.0,55,0,8,p,5.0,1.0,,,,,,7.0,-2.0,0.0,5.0,1.0,,,,1,3,5.0,8.0,
selfish,,4.0,4.0,,55,0,8,r,,,6.0,2.0,1.0,5.0,1.0,,,,,,7.0,-2.0,0.0,1,3,5.0,8.0,4.0
selfish,,5.0,,5.0,55,0,8,p,5.0,1.0,,,,,,6.0,2.0,1.0,5.0,1.0,,,,1,3,5.0,7.666666666666667,
selfish,,,,,55,0,8,p,,,,,,5.0,1.0,,,,,,6.0,2.0,1.0,1,3,5.0,7.666666666666667,
control,,5.0,,5.0,55,0,9,p,5.0,1.0,,,,,,,,,,,,,,1,3,,,
control,,4.0,4.0,,55,0,9,r,,,6.0,2.0,1.0,5.0,1.0,,,,,,,,,1,3,5.0,,4.0
control,,5.0,,5.0,55,0,9,p,5.0,1.0,,,,,,6.0,2.0,1.0,5.0,1.0,,,,1,3,5.0,6.0,
control,,0.0,0.0,,55,0,9,r,,,7.0,-2.0,0.0,5.0,1.0,,,,,,6.0,2.0,1.0,1,3,5.0,6.0,3.0
control,,5.0,,5.0,55,0,9,p,5.0,1.0,,,,,,7.0,-2.0,0.0,5.0,1.0,,,,1,3,5.0,6.5,
control,,5.0,5.0,,55,0,9,r,,,5.0,2.0,1.0,5.0,1.0,,,,,,7.0,-2.0,0.0,1,3,5.0,6.5,5.0
control,,5.0,,5.0,55,0,9,p,5.0,1.0,,,,,,5.0,2.0,1.0,5.0,1.0,,,,1,3,5.0,6.0,
control,,4.0,4.0,,55,0,9,r,,,6.0,2.0,1.0,5.0,1.0,,,,,,5.0,2.0,1.0,1,3,5.0,6.0,4.0
control,,6.0,,6.0,55,0,9,p,6.0,1.0,,,,,,6.0,2.0,1.0,5.0,1.0,,,,1,3,5.0,6.0,
control,,4.0,4.0,,55,0,9,r,,,6.0,2.0,1.0,6.0,1.0,,,,,,6.0,2.0,1.0,1,3,5.2,6.0,4.0
control,,6.0,,6.0,55,0,9,p,6.0,1.0,,,,,,6.0,2.0,1.0,6.0,1.0,,,,1,3,5.2,6.0,
control,,0.0,0.0,,55,0,9,r,,,7.0,-1.0,0.0,6.0,1.0,,,,,,6.0,2.0,1.0,1,3,5.333333333333333,6.0,3.0
control,,5.0,,5.0,55,0,9,p,5.0,1.0,,,,,,7.0,-1.0,0.0,6.0,1.0,,,,1,3,5.333333333333333,6.166666666666667,
control,20.0,,,,55,0,9,p,,,,,,5.0,1.0,,,,,,7.0,-1.0,0.0,1,3,5.285714285714286,6.166666666666667,
control,,,,,56,0,0,r,,,7.0,,,,,,,,,,,,,1,5,,,3.0
control,,,,,56,0,0,p,,0.0,,,,,,7.0,,,,,,,,1,5,,7.0,
control,,4.0,4.0,,56,0,0,r,,,6.0,2.0,1.0,,0.0,,,,,,7.0,,,1,5,,7.0,4.0
control,,0.0,,0.0,56,0,0,p,8.0,0.0,,,,,,6.0,2.0,1.0,,0.0,,,,1,5,,6.5,
control,,3.0,3.0,,56,0,0,r,,,7.0,1.0,1.0,8.0,0.0,,,,,,6.0,2.0,1.0,1,5,8.0,6.5,3.0
control,,4.0,4.0,,56,0,0,r,,,6.0,1.0,1.0,,,7.0,1.0,1.0,8.0,0.0,,,,1,5,8.0,6.666666666666667,4.0
control,,0.0,,0.0,56,0,0,p,9.0,0.0,,,,,,6.0,1.0,1.0,,,7.0,1.0,1.0,1,5,8.0,6.5,
control,,5.0,5.0,,56,0,0,r,,,5.0,2.0,1.0,9.0,0.0,,,,,,6.0,1.0,1.0,1,5,8.5,6.5,5.0
control,,5.0,,5.0,56,0,0,p,5.0,1.0,,,,,,5.0,2.0,1.0,9.0,0.0,,,,1,5,8.5,6.2,
control,,0.0,0.0,,56,0,0,r,,,7.0,-1.0,0.0,5.0,1.0,,,,,,5.0,2.0,1.0,1,5,7.333333333333333,6.2,3.0
control,,6.0,,6.0,56,0,0,p,6.0,1.0,,,,,,7.0,-1.0,0.0,5.0,1.0,,,,1,5,7.333333333333333,6.333333333333333,
control,,5.0,5.0,,56,0,0,r,,,5.0,2.0,1.0,6.0,1.0,,,,,,7.0,-1.0,0.0,1,5,7.0,6.333333333333333,5.0
control,,6.0,,6.0,56,0,0,p,6.0,1.0,,,,,,5.0,2.0,1.0,6.0,1.0,,,,1,5,7.0,6.142857142857143,
control,,4.0,4.0,,56,0,0,r,,,6.0,1.0,1.0,6.0,1.0,,,,,,5.0,2.0,1.0,1,5,6.8,6.142857142857143,4.0
control,,0.0,,0.0,56,0,0,p,8.0,0.0,,,,,,6.0,1.0,1.0,6.0,1.0,,,,1,5,6.8,6.125,
control,,4.0,4.0,,56,0,0,r,,,6.0,1.0,1.0,8.0,0.0,,,,,,6.0,1.0,1.0,1,5,7.0,6.125,4.0
control,,5.0,,5.0,56,0,0,p,5.0,1.0,,,,,,6.0,1.0,1.0,8.0,0.0,,,,1,5,7.0,6.111111111111111,
control,,0.0,0.0,,56,0,0,r,,,7.0,-1.0,0.0,5.0,1.0,,,,,,6.0,1.0,1.0,1,5,6.714285714285714,6.111111111111111,3.0
control,,5.0,,5.0,56,0,0,p,5.0,1.0,,,,,,7.0,-1.0,0.0,5.0,1.0,,,,1,5,6.714285714285714,6.2,
control,,6.0,,6.0,56,0,0,p,6.0,1.0,,,,5.0,1.0,,,,,,7.0,-1.0,0.0,1,5,6.5,6.2,
control,,0.0,0.0,,56,0,0,r,,,7.0,-1.0,0.0,6.0,1.0,,,,5.0,1.0,,,,1,5,6.444444444444445,6.2,3.0
control,,6.0,,6.0,56,0,0,p,6.0,1.0,,,,,,7.0,-1.0,0.0,6.0,1.0,,,,1,5,6.444444444444445,6.2727272727272725,
control,,4.0,4.0,,56,0,0,r,,,6.0,1.0,1.0,6.0,1.0,,,,,,7.0,-1.0,0.0,1,5,6.4,6.2727272727272725,4.0
control,,6.0,,6.0,56,0,0,p,6.0,1.0,,,,,,6.0,1.0,1.0,6.0,1.0,,,,1,5,6.4,6.25,
control,,4.0,4.0,,56,0,0,r,,,6.0,1.0,1.0,6.0,1.0,,,,,,6.0,1.0,1.0,1,5,6.363636363636363,6.25,4.0
control,,7.0,,7.0,56,0,0,p,7.0,1.0,,,,,,6.0,1.0,1.0,6.0,1.0,,,,1,5,6.363636363636363,6.230769230769231,
control,,3.0,3.0,,56,0,0,r,,,7.0,1.0,1.0,7.0,1.0,,,,,,6.0,1.0,1.0,1,5,6.416666666666667,6.230769230769231,3.0
control,,0.0,,0.0,56,0,0,p,7.0,0.0,,,,,,7.0,1.0,1.0,7.0,1.0,,,,1,5,6.416666666666667,6.285714285714286,
control,5.0,,,,56,0,0,p,,,,,,7.0,0.0,,,,,,7.0,1.0,1.0,1,5,6.461538461538462,6.285714285714286,
selfish,,0.0,0.0,,56,0,1,r,,,8.0,-1.0,0.0,,,,,,,,,,,1,5,,,2.0
selfish,,0.0,,0.0,56,0,1,p,8.0,0.0,,,,,,8.0,-1.0,0.0,,,,,,1,5,,8.0,
selfish,,0.0,0.0,,56,0,1,r,,,8.0,-2.0,0.0,8.0,0.0,,,,,,8.0,-1.0,0.0,1,5,8.0,8.0,2.0
selfish,,0.0,,0.0,56,0,1,p,7.0,0.0,,,,,,8.0,-2.0,0.0,8.0,0.0,,,,1,5,8.0,8.0,
selfish,,0.0,0.0,,56,0,1,r,,,8.0,-2.0,0.0,7.0,0.0,,,,,,8.0,-2.0,0.0,1,5,7.5,8.0,2.0
selfish,,0.0,0.0,,56,0,1,r,,,8.0,-1.0,0.0,,,8.0,-2.0,0.0,7.0,0.0,,,,1,5,7.5,8.0,2.0
selfish,,5.0,,5.0,56,0,1,p,5.0,1.0,,,,,,8.0,-1.0,0.0,,,8.0,-2.0,0.0,1,5,7.5,8.0,
selfish,,0.0,0.0,,56,0,1,r,,,8.0,-2.0,0.0,5.0,1.0,,,,,,8.0,-1.0,0.0,1,5,6.666666666666667,8.0,2.0
selfish,,0.0,,0.0,56,0,1,p,6.0,0.0,,,,,,8.0,-2.0,0.0,5.0,1.0,,,,1,5,6.666666666666667,8.0,
selfish,,0.0,0.0,,56,0,1,r,,,6.0,-2.0,0.0,6.0,0.0,,,,,,8.0,-2.0,0.0,1,5,6.5,8.0,4.0
selfish,,0.0,,0.0,56,0,1,p,6.0,0.0,,,,,,6.0,-2.0,0.0,6.0,0.0,,,,1,5,6.5,7.666666666666667,
selfish,,0.0,0.0,,56,0,1,r,,,7.0,-1.0,0.0,6.0,0.0,,,,,,6.0,-2.0,0.0,1,5,6.4,7.666666666666667,3.0
selfish,,5.0,,5.0,56,0,1,p,5.0,1.0,,,,,,7.0,-1.0,0.0,6.0,0.0,,,,1,5,6.4,7.571428571428571,
selfish,,0.0,0.0,,56,0,1,r,,,8.0,-2.0,0.0,5.0,1.0,,,,,,7.0,-1.0,0.0,1,5,6.166666666666667,7.571428571428571,2.0
selfish,,5.0,,5.0,56,0,1,p,5.0,1.0,,,,,,8.0,-2.0,0.0,5.0,1.0,,,,1,5,6.166666666666667,7.625,
selfish,,3.0,3.0,,56,0,1,r,,,7.0,1.0,1.0,5.0,1.0,,,,,,8.0,-2.0,0.0,1,5,6.0,7.625,3.0
selfish,,6.0,,6.0,56,0,1,p,6.0,1.0,,,,,,7.0,1.0,1.0,5.0,1.0,,,,1,5,6.0,7.555555555555555,
selfish,,0.0,0.0,,56,0,1,r,,,9.0,-2.0,0.0,6.0,1.0,,,,,,7.0,1.0,1.0,1,5,6.0,7.555555555555555,1.0
selfish,,0.0,,0.0,56,0,1,p,7.0,0.0,,,,,,9.0,-2.0,0.0,6.0,1.0,,,,1,5,6.0,7.7,
selfish,,6.0,,6.0,56,0,1,p,6.0,1.0,,,,7.0,0.0,,,,,,9.0,-2.0,0.0,1,5,6.111111111111111,7.7,
selfish,,0.0,0.0,,56,0,1,r,,,6.0,-1.0,0.0,6.0,1.0,,,,7.0,0.0,,,,1,5,6.1,7.7,4.0
selfish,,6.0,,6.0,56,0,1,p,6.0,1.0,,,,,,6.0,-1.0,0.0,6.0,1.0,,,,1,5,6.1,7.545454545454546,
selfish,,0.0,0.0,,56,0,1,r,,,9.0,-2.0,0.0,6.0,1.0,,,,,,6.0,-1.0,0.0,1,5,6.090909090909091,7.545454545454546,1.0
selfish,,0.0,,0.0,56,0,1,p,8.0,0.0,,,,,,9.0,-2.0,0.0,6.0,1.0,,,,1,5,6.090909090909091,7.666666666666667,
selfish,,4.0,4.0,,56,0,1,r,,,6.0,1.0,1.0,8.0,0.0,,,,,,9.0,-2.0,0.0,1,5,6.25,7.666666666666667,4.0
selfish,,0.0,,0.0,56,0,1,p,6.0,0.0,,,,,,6.0,1.0,1.0,8.0,0.0,,,,1,5,6.25,7.538461538461538,
selfish,,0.0,0.0,,56,0,1,r,,,7.0,-2.0,0.0,6.0,0.0,,,,,,6.0,1.0,1.0,1,5,6.230769230769231,7.538461538461538,3.0
selfish,,6.0,,6.0,56,0,1,p,6.0,1.0,,,,,,7.0,-2.0,0.0,6.0,0.0,,,,1,5,6.230769230769231,7.5,
selfish,5.0,,,,56,0,1,p,,,,,,6.0,1.0,,,,,,7.0,-2.0,0.0,1,5,6.214285714285714,7.5,
anti_reciprocity,,5.0,5.0,,56,0,2,r,,,5.0,2.0,1.0,,,,,,,,,,,1,5,,,5.0
