condition,invest,payout,payout_r,payout_p,id,excluded,block_number,role,subjectTake,response_bool,proposerTake,subject_response,subject_response_bool,prev_subjectTake,prev_response_bool,prev_proposerTake,prev_subject_response,prev_subject_response_bool,prev_prev_subjectTake,prev_prev_response_bool,prev_prev_proposerTake,prev_prev_subject_response,prev_prev_subject_response_bool,deception,deception_scale
selfish,,5,5,,116,0,1,r,,,5,2,1,7,0,,,,,,7,1,1,1,3
selfish,,,,,116,0,1,r,,,7,,,,,5,2,1,7,0,,,,1,3
selfish,,0,,0,116,0,1,p,7,0,,,,,,7,,,,,5,2,1,1,3
selfish,,0,0,,116,0,1,r,,,7,-2,0,7,0,,,,,,7,,,1,3
selfish,,5,,5,116,0,1,p,5,1,,,,,,7,-2,0,7,0,,,,1,3
selfish,,5,5,,116,0,1,r,,,5,2,1,5,1,,,,,,7,-2,0,1,3
selfish,,0,,0,116,0,1,p,7,0,,,,,,5,2,1,5,1,,,,1,3
selfish,,4,4,,116,0,1,r,,,6,2,1,7,0,,,,,,5,2,1,1,3
selfish,,5,,5,116,0,1,p,5,1,,,,,,6,2,1,7,0,,,,1,3
selfish,,3,3,,116,0,1,r,,,7,2,1,5,1,,,,,,6,2,1,1,3
selfish,,0,,0,116,0,1,p,7,0,,,,,,7,2,1,5,1,,,,1,3
selfish,,4,4,,116,0,1,r,,,6,2,1,7,0,,,,,,7,2,1,1,3
selfish,,6,,6,116,0,1,p,6,1,,,,,,6,2,1,7,0,,,,1,3
selfish,,0,0,,116,0,1,r,,,9,-2,0,6,1,,,,,,6,2,1,1,3
selfish,,,,,116,0,1,p,,0,,,,,,9,-2,0,6,1,,,,1,3
selfish,,0,,0,116,0,1,p,8,0,,,,,0,,,,,,9,-2,0,1,3
selfish,,4,4,,116,0,1,r,,,6,2,1,8,0,,,,,0,,,,1,3
selfish,,5,,5,116,0,1,p,5,1,,,,,,6,2,1,8,0,,,,1,3
selfish,,3,3,,116,0,1,r,,,7,2,1,5,1,,,,,,6,2,1,1,3
selfish,,5,,5,116,0,1,p,5,1,,,,,,7,2,1,5,1,,,,1,3
selfish,,4,4,,116,0,1,r,,,6,2,1,5,1,,,,,,7,2,1,1,3
selfish,,5,,5,116,0,1,p,5,1,,,,,,6,2,1,5,1,,,,1,3
selfish,,5,5,,116,0,1,r,,,5,2,1,5,1,,,,,,6,2,1,1,3
selfish,,5,,5,116,0,1,p,5,1,,,,,,5,2,1,5,1,,,,1,3
selfish,10,,,,116,0,1,p,,,,,,5,1,,,,,,5,2,1,1,3
anti_reciprocity,,4,4,,116,0,2,r,,,6,2,1,,,,,,,,,,,1,3
anti_reciprocity,,0,,0,116,0,2,p,5,0,,,,,,6,2,1,,,,,,1,3
anti_reciprocity,,0,0,,116,0,2,r,,,9,-2,0,5,0,,,,,,6,2,1,1,3
anti_reciprocity,,0,,0,116,0,2,p,5,0,,,,,,9,-2,0,5,0,,,,1,3
anti_reciprocity,,0,0,,116,0,2,r,,,9,-2,0,5,0,,,,,,9,-2,0,1,3
anti_reciprocity,,0,0,,116,0,2,r,,,9,-2,0,,,9,-2,0,5,0,,,,1,3
anti_reciprocity,,0,,0,116,0,2,p,5,0,,,,,,9,-2,0,,,9,-2,0,1,3
anti_reciprocity,,0,0,,116,0,2,r,,,9,-2,0,5,0,,,,,,9,-2,0,1,3
anti_reciprocity,,0,,0,116,0,2,p,8,0,,,,,,9,-2,0,5,0,,,,1,3
anti_reciprocity,,4,4,,116,0,2,r,,,6,1,1,8,0,,,,,,9,-2,0,1,3
anti_reciprocity,,0,,0,116,0,2,p,5,0,,,,,,6,1,1,8,0,,,,1,3
anti_reciprocity,,0,0,,116,0,2,r,,,9,-2,0,5,0,,,,,,6,1,1,1,3
anti_reciprocity,,0,,0,116,0,2,p,8,0,,,,,,9,-2,0,5,0,,,,1,3
anti_reciprocity,,4,4,,116,0,2,r,,,6,1,1,8,0,,,,,,9,-2,0,1,3
anti_reciprocity,,0,,0,116,0,2,p,6,0,,,,,,6,1,1,8,0,,,,1,3
anti_reciprocity,,0,0,,116,0,2,r,,,8,-1,0,6,0,,,,,,6,1,1,1,3
anti_reciprocity,,7,,7,116,0,2,p,7,1,,,,,,8,-1,0,6,0,,,,1,3
anti_reciprocity,,0,0,,116,0,2,r,,,8,-1,0,7,1,,,,,,8,-1,0,1,3
anti_reciprocity,,0,,0,116,0,2,p,7,0,,,,,,8,-1,0,7,1,,,,1,3
anti_reciprocity,,0,,0,116,0,2,p,5,0,,,,7,0,,,,,,8,-1,0,1,3
anti_reciprocity,,0,0,,116,0,2,r,,,9,-2,0,5,0,,,,7,0,,,,1,3
anti_reciprocity,,7,,7,116,0,2,p,7,1,,,,,,9,-2,0,5,0,,,,1,3
anti_reciprocity,,2,2,,116,0,2,r,,,8,1,1,7,1,,,,,,9,-2,0,1,3
anti_reciprocity,,0,,0,116,0,2,p,5,0,,,,,,8,1,1,7,1,,,,1,3
anti_reciprocity,,1,1,,116,0,2,r,,,9,1,1,5,0,,,,,,8,1,1,1,3
anti_reciprocity,,0,,0,116,0,2,p,5,0,,,,,,9,1,1,5,0,,,,1,3
anti_reciprocity,,0,0,,116,0,2,r,,,9,-2,0,5,0,,,,,,9,1,1,1,3
anti_reciprocity,,0,,0,116,0,2,p,7,0,,,,,,9,-2,0,5,0,,,,1,3
anti_reciprocity,5,,,,116,0,2,p,,,,,,7,0,,,,,,9,-2,0,1,3
reciprocity,,3,3,,116,0,3,r,,,7,1,1,,,,,,,,,,,1,3
reciprocity,,5,,5,116,0,3,p,5,1,,,,,,7,1,1,,,,,,1,3
reciprocity,,5,5,,116,0,3,r,,,5,2,1,5,1,,,,,,7,1,1,1,3
reciprocity,,5,,5,116,0,3,p,5,1,,,,,,5,2,1,5,1,,,,1,3
reciprocity,,5,5,,116,0,3,r,,,5,2,1,5,1,,,,,,5,2,1,1,3
reciprocity,,5,5,,116,0,3,r,,,5,2,1,,,5,2,1,5,1,,,,1,3
reciprocity,,5,,5,116,0,3,p,5,1,,,,,,5,2,1,,,5,2,1,1,3
reciprocity,,5,5,,116,0,3,r,,,5,2,1,5,1,,,,,,5,2,1,1,3
reciprocity,,5,,5,116,0,3,p,5,1,,,,,,5,2,1,5,1,,,,1,3
reciprocity,,5,5,,116,0,3,r,,,5,2,1,5,1,,,,,,5,2,1,1,3
reciprocity,,5,,5,116,0,3,p,5,1,,,,,,5,2,1,5,1,,,,1,3
reciprocity,,5,5,,116,0,3,r,,,5,2,1,5,1,,,,,,5,2,1,1,3
reciprocity,,5,,5,116,0,3,p,5,1,,,,,,5,2,1,5,1,,,,1,3
reciprocity,,5,5,,116,0,3,r,,,5,2,1,5,1,,,,,,5,2,1,1,3
reciprocity,,5,,5,116,0,3,p,5,1,,,,,,5,2,1,5,1,,,,1,3
reciprocity,,5,5,,116,0,3,r,,,5,2,1,5,1,,,,,,5,2,1,1,3
reciprocity,,5,,5,116,0,3,p,5,1,,,,,,5,2,1,5,1,,,,1,3
reciprocity,,5,5,,116,0,3,r,,,5,2,1,5,1,,,,,,5,2,1,1,3
reciprocity,,5,,5,116,0,3,p,5,1,,,,,,5,2,1,5,1,,,,1,3
reciprocity,,5,,5,116,0,3,p,5,1,,,,5,1,,,,,,5,2,1,1,3
reciprocity,,5,5,,116,0,3,r,,,5,2,1,5,1,,,,5,1,,,,1,3
reciprocity,,5,,5,116,0,3,p,5,1,,,,,,5,2,1,5,1,,,,1,3
reciprocity,,5,5,,116,0,3,r,,,5,2,1,5,1,,,,,,5,2,1,1,3
reciprocity,,6,,6,116,0,3,p,6,1,,,,,,5,2,1,5,1,,,,1,3
reciprocity,,4,4,,116,0,3,r,,,6,1,1,6,1,,,,,,5,2,1,1,3
reciprocity,,6,,6,116,0,3,p,6,1,,,,,,6,1,1,6,1,,,,1,3
reciprocity,,4,4,,116,0,3,r,,,6,1,1,6,1,,,,,,6,1,1,1,3
reciprocity,,6,,6,116,0,3,p,6,1,,,,,,6,1,1,6,1,,,,1,3
reciprocity,15,,,,116,0,3,p,,,,,,6,1,,,,,,6,1,1,1,3
generous,,5,5,,116,0,4,r,,,5,2,1,,,,,,,,,,,1,3
generous,,5,,5,116,0,4,p,5,1,,,,,,5,2,1,,,,,,1,3
generous,,3,3,,116,0,4,r,,,7,1,1,5,1,,,,,,5,2,1,1,3
generous,,6,,6,116,0,4,p,6,1,,,,,,7,1,1,5,1,,,,1,3
generous,,5,5,,116,0,4,r,,,5,2,1,6,1,,,,,,7,1,1,1,3
generous,,5,5,,116,0,4,r,,,5,2,1,,,5,2,1,6,1,,,,1,3
generous,,5,,5,116,0,4,p,5,1,,,,,,5,2,1,,,5,2,1,1,3
generous,,2,2,,116,0,4,r,,,8,1,1,5,1,,,,,,5,2,1,1,3
generous,,5,,5,116,0,4,p,5,1,,,,,,8,1,1,5,1,,,,1,3
generous,,4,4,,116,0,4,r,,,6,1,1,5,1,,,,,,8,1,1,1,3
generous,,7,,7,116,0,4,p,7,1,,,,,,6,1,1,5,1,,,,1,3
generous,,4,4,,116,0,4,r,,,6,1,1,7,1,,,,,,6,1,1,1,3
generous,,5,,5,116,0,4,p,5,1,,,,,,6,1,1,7,1,,,,1,3
generous,,5,5,,116,0,4,r,,,5,2,1,5,1,,,,,,6,1,1,1,3
generous,,8,,8,116,0,4,p,8,1,,,,,,5,2,1,5,1,,,,1,3
generous,,3,3,,116,0,4,r,,,7,1,1,8,1,,,,,,5,2,1,1,3
generous,,5,,5,116,0,4,p,5,1,,,,,,7,1,1,8,1,,,,1,3
generous,,5,5,,116,0,4,r,,,5,2,1,5,1,,,,,,7,1,1,1,3
generous,,5,,5,116,0,4,p,5,1,,,,,,5,2,1,5,1,,,,1,3
generous,,5,,5,116,0,4,p,5,1,,,,5,1,,,,,,5,2,1,1,3
generous,,5,5,,116,0,4,r,,,5,2,1,5,1,,,,5,1,,,,1,3
generous,,5,,5,116,0,4,p,5,1,,,,,,5,2,1,5,1,,,,1,3
generous,,5,5,,116,0,4,r,,,5,2,1,5,1,,,,,,5,2,1,1,3
generous,,5,,5,116,0,4,p,5,1,,,,,,5,2,1,5,1,,,,1,3
generous,,4,4,,116,0,4,r,,,6,1,1,5,1,,,,,,5,2,1,1,3
generous,,7,,7,116,0,4,p,7,1,,,,,,6,1,1,5,1,,,,1,3
generous,,5,5,,116,0,4,r,,,5,2,1,7,1,,,,,,6,1,1,1,3
generous,,6,,6,116,0,4,p,6,1,,,,,,5,2,1,7,1,,,,1,3
generous,10,,,,116,0,4,p,,,,,,6,1,,,,,,5,2,1,1,3
control,,5,5,,117,0,0,r,,,5,2,1,,,,,,,,,,,1,4
control,,5,,5,117,0,0,p,5,1,,,,,,5,2,1,,,,,,1,4
control,,5,5,,117,0,0,r,,,5,2,1,5,1,,,,,,5,2,1,1,4
control,,5,,5,117,0,0,p,5,1,,,,,,5,2,1,5,1,,,,1,4
control,,0,0,,117,0,0,r,,,7,-1,0,5,1,,,,,,5,2,1,1,4
control,,5,5,,117,0,0,r,,,5,2,1,,,7,-1,0,5,1,,,,1,4
control,,5,,5,117,0,0,p,5,1,,,,,,5,2,1,,,7,-1,0,1,4
control,,0,0,,117,0,0,r,,,8,-1,0,5,1,,,,,,5,2,1,1,4
control,,5,,5,117,0,0,p,5,1,,,,,,8,-1,0,5,1,,,,1,4
control,,0,0,,117,0,0,r,,,6,-2,0,5,1,,,,,,8,-1,0,1,4
control,,0,,0,117,0,0,p,6,0,,,,,,6,-2,0,5,1,,,,1,4
control,,0,0,,117,0,0,r,,,9,-2,0,6,0,,,,,,6,-2,0,1,4
control,,0,,0,117,0,0,p,9,0,,,,,,9,-2,0,6,0,,,,1,4
control,,0,0,,117,0,0,r,,,7,-2,0,9,0,,,,,,9,-2,0,1,4
control,,6,,6,117,0,0,p,6,1,,,,,,7,-2,0,9,0,,,,1,4
control,,4,4,,117,0,0,r,,,6,2,1,6,1,,,,,,7,-2,0,1,4
control,,5,,5,117,0,0,p,5,1,,,,,,6,2,1,6,1,,,,1,4
control,,0,0,,117,0,0,r,,,7,-1,0,5,1,,,,,,6,2,1,1,4
control,,7,,7,117,0,0,p,7,1,,,,,,7,-1,0,5,1,,,,1,4
control,,,,,117,0,0,p,,0,,,,7,1,,,,,,7,-1,0,1,4
control,,3,3,,117,0,0,r,,,7,2,1,,0,,,,7,1,,,,1,4
control,,5,,5,117,0,0,p,5,1,,,,,,7,2,1,,0,,,,1,4
control,,4,4,,117,0,0,r,,,6,2,1,5,1,,,,,,7,2,1,1,4
control,,6,,6,117,0,0,p,6,1,,,,,,6,2,1,5,1,,,,1,4
control,,5,5,,117,0,0,r,,,5,2,1,6,1,,,,,,6,2,1,1,4
control,,5,,5,117,0,0,p,5,1,,,,,,5,2,1,6,1,,,,1,4
control,,0,0,,117,0,0,r,,,7,-2,0,5,1,,,,,,5,2,1,1,4
control,,5,,5,117,0,0,p,5,1,,,,,,7,-2,0,5,1,,,,1,4
control,,,,,117,0,0,p,,,,,,5,1,,,,,,7,-2,0,1,4
anti_reciprocity,,0,0,,117,0,1,r,,,8,-2,0,,,,,,,,,,,1,4
anti_reciprocity,,5,,5,117,0,1,p,5,1,,,,,,8,-2,0,,,,,,1,4
anti_reciprocity,,0,0,,117,0,1,r,,,9,-2,0,5,1,,,,,,8,-2,0,1,4
anti_reciprocity,,5,,5,117,0,1,p,5,1,,,,,,9,-2,0,5,1,,,,1,4
anti_reciprocity,,0,0,,117,0,1,r,,,9,-2,0,5,1,,,,,,9,-2,0,1,4
anti_reciprocity,,0,0,,117,0,1,r,,,9,-2,0,,,9,-2,0,5,1,,,,1,4
anti_reciprocity,,5,,5,117,0,1,p,5,1,,,,,,9,-2,0,,,9,-2,0,1,4
anti_reciprocity,,0,0,,117,0,1,r,,,9,-2,0,5,1,,,,,,9,-2,0,1,4
anti_reciprocity,,5,,5,117,0,1,p,5,1,,,,,,9,-2,0,5,1,,,,1,4
anti_reciprocity,,0,0,,117,0,1,r,,,9,-2,0,5,1,,,,,,9,-2,0,1,4
anti_reciprocity,,5,,5,117,0,1,p,5,1,,,,,,9,-2,0,5,1,,,,1,4
anti_reciprocity,,0,0,,117,0,1,r,,,9,-2,0,5,1,,,,,,9,-2,0,1,4
anti_reciprocity,,5,,5,117,0,1,p,5,1,,,,,,9,-2,0,5,1,,,,1,4
anti_reciprocity,,0,0,,117,0,1,r,,,9,-2,0,5,1,,,,,,9,-2,0,1,4
anti_reciprocity,,5,,5,117,0,1,p,5,1,,,,,,9,-2,0,5,1,,,,1,4
anti_reciprocity,,0,0,,117,0,1,r,,,9,-2,0,5,1,,,,,,9,-2,0,1,4
anti_reciprocity,,5,,5,117,0,1,p,5,1,,,,,,9,-2,0,5,1,,,,1,4
anti_reciprocity,,0,0,,117,0,1,r,,,9,-2,0,5,1,,,,,,9,-2,0,1,4
anti_reciprocity,,9,,9,117,0,1,p,9,1,,,,,,9,-2,0,5,1,,,,1,4
anti_reciprocity,,5,,5,117,0,1,p,5,1,,,,9,1,,,,,,9,-2,0,1,4
anti_reciprocity,,0,0,,117,0,1,r,,,9,-2,0,5,1,,,,9,1,,,,1,4
anti_reciprocity,,5,,5,117,0,1,p,5,1,,,,,,9,-2,0,5,1,,,,1,4
anti_reciprocity,,0,0,,117,0,1,r,,,9,-2,0,5,1,,,,,,9,-2,0,1,4
anti_reciprocity,,5,,5,117,0,1,p,5,1,,,,,,9,-2,0,5,1,,,,1,4
anti_reciprocity,,0,0,,117,0,1,r,,,9,-2,0,5,1,,,,,,9,-2,0,1,4
anti_reciprocity,,9,,9,117,0,1,p,9,1,,,,,,9,-2,0,5,1,,,,1,4
anti_reciprocity,,5,5,,117,0,1,r,,,5,2,1,9,1,,,,,,9,-2,0,1,4
anti_reciprocity,,0,,0,117,0,1,p,5,0,,,,,,5,2,1,9,1,,,,1,4
anti_reciprocity,,,,,117,0,1,p,,,,,,5,0,,,,,,5,2,1,1,4
generous,,5,5,,117,0,2,r,,,5,2,1,,,,,,,,,,,1,4
generous,,5,,5,117,0,2,p,5,1,,,,,,5,2,1,,,,,,1,4
generous,,5,5,,117,0,2,r,,,5,2,1,5,1,,,,,,5,2,1,1,4
generous,,5,,5,117,0,2,p,5,1,,,,,,5,2,1,5,1,,,,1,4
generous,,0,0,,117,0,2,r,,,6,-1,0,5,1,,,,,,5,2,1,1,4
generous,,5,5,,117,0,2,r,,,5,2,1,,,6,-1,0,5,1,,,,1,4
generous,,5,,5,117,0,2,p,5,1,,,,,,5,2,1,,,6,-1,0,1,4
generous,,5,5,,117,0,2,r,,,5,2,1,5,1,,,,,,5,2,1,1,4
generous,,5,,5,117,0,2,p,5,1,,,,,,5,2,1,5,1,,,,1,4
