condition,id,excluded,block_number,role,subjectTake,response_bool,proposerTake,subject_response,subject_response_bool,prev_subjectTake,prev_response_bool,prev_proposerTake,prev_subject_response,prev_subject_response_bool,prev_prev_subjectTake,prev_prev_response_bool,prev_prev_proposerTake,prev_prev_subject_response,prev_prev_subject_response_bool,deception,deception_scale
replication,52,0,8,r,,,6,1,1,5,1,,,,,,5,2,1,1,3
replication,52,0,8,p,6,1,,,,,,6,1,1,5,1,,,,1,3
replication,52,0,8,r,,,9,-1,0,6,1,,,,,,6,1,1,1,3
replication,52,0,8,p,7,0,,,,,,9,-1,0,6,1,,,,1,3
replication,52,0,8,p,6,1,,,,7,0,,,,,,9,-1,0,1,3
replication,52,0,8,p,6,1,,,,6,1,,,,7,0,,,,1,3
replication,52,0,8,r,,,5,1,1,6,1,,,,6,1,,,,1,3
replication,52,0,8,r,,,5,2,1,,,5,1,1,6,1,,,,1,3
replication,52,0,8,p,6,1,,,,,,5,2,1,,,5,1,1,1,3
replication,52,0,8,r,,,5,1,1,6,1,,,,,,5,2,1,1,3
replication,53,0,0,r,,,9,-2,0,,,,,,,,,,,0,2
replication,53,0,0,p,5,1,,,,,,9,-2,0,,,,,,0,2
replication,53,0,0,r,,,8,-2,0,5,1,,,,,,9,-2,0,0,2
replication,53,0,0,p,6,1,,,,,,8,-2,0,5,1,,,,0,2
replication,53,0,0,r,,,9,-2,0,6,1,,,,,,8,-2,0,0,2
replication,53,0,0,r,,,7,-1,0,,,9,-2,0,6,1,,,,0,2
replication,53,0,0,p,6,1,,,,,,7,-1,0,,,9,-2,0,0,2
replication,53,0,0,r,,,5,2,1,6,1,,,,,,7,-1,0,0,2
replication,53,0,0,p,5,1,,,,,,5,2,1,6,1,,,,0,2
replication,53,0,0,p,5,1,,,,5,1,,,,,,5,2,1,0,2
replication,53,0,0,r,,,8,-2,0,5,1,,,,5,1,,,,0,2
replication,53,0,0,p,5,1,,,,,,8,-2,0,5,1,,,,0,2
replication,53,0,0,r,,,5,2,1,5,1,,,,,,8,-2,0,0,2
replication,53,0,0,p,5,1,,,,,,5,2,1,5,1,,,,0,2
replication,53,0,0,r,,,9,-2,0,5,1,,,,,,5,2,1,0,2
replication,53,0,0,p,5,1,,,,,,9,-2,0,5,1,,,,0,2
replication,53,0,1,r,,,5,2,1,,,,,,,,,,,0,2
replication,53,0,1,p,5,1,,,,,,5,2,1,,,,,,0,2
replication,53,0,1,r,,,8,-2,0,5,1,,,,,,5,2,1,0,2
replication,53,0,1,p,5,1,,,,,,8,-2,0,5,1,,,,0,2
replication,53,0,1,p,5,1,,,,5,1,,,,,,8,-2,0,0,2
replication,53,0,1,r,,,6,1,1,5,1,,,,5,1,,,,0,2
replication,53,0,1,p,6,1,,,,,,6,1,1,5,1,,,,0,2
replication,53,0,1,r,,,5,2,1,6,1,,,,,,6,1,1,0,2
replication,53,0,1,p,5,1,,,,,,5,2,1,6,1,,,,0,2
replication,53,0,1,r,,,8,1,1,5,1,,,,,,5,2,1,0,2
replication,53,0,1,r,,,7,,,,,8,1,1,5,1,,,,0,2
replication,53,0,1,p,8,0,,,,,,7,,,,,8,1,1,0,2
replication,53,0,1,r,,,7,-2,0,8,0,,,,,,7,,,0,2
replication,53,0,1,p,5,1,,,,,,7,-2,0,8,0,,,,0,2
replication,53,0,1,r,,,6,1,1,5,1,,,,,,7,-2,0,0,2
replication,53,0,1,p,6,1,,,,,,6,1,1,5,1,,,,0,2
replication,53,0,2,r,,,7,,,,,,,,,,,,,0,2
replication,53,0,2,p,5,1,,,,,,7,,,,,,,,0,2
replication,53,0,2,r,,,8,1,1,5,1,,,,,,7,,,0,2
replication,53,0,2,p,8,0,,,,,,8,1,1,5,1,,,,0,2
replication,53,0,2,r,,,8,-2,0,8,0,,,,,,8,1,1,0,2
replication,53,0,2,p,5,1,,,,,,8,-2,0,8,0,,,,0,2
replication,53,0,2,p,5,1,,,,5,1,,,,,,8,-2,0,0,2
replication,53,0,2,r,,,6,1,1,5,1,,,,5,1,,,,0,2
replication,53,0,2,p,6,1,,,,,,6,1,1,5,1,,,,0,2
replication,53,0,2,r,,,6,2,1,6,1,,,,,,6,1,1,0,2
replication,53,0,2,r,,,5,2,1,,,6,2,1,6,1,,,,0,2
replication,53,0,2,p,6,1,,,,,,5,2,1,,,6,2,1,0,2
replication,53,0,2,r,,,8,-2,0,6,1,,,,,,5,2,1,0,2
replication,53,0,2,p,6,1,,,,,,8,-2,0,6,1,,,,0,2
replication,53,0,2,r,,,5,2,1,6,1,,,,,,8,-2,0,0,2
replication,53,0,2,p,6,1,,,,,,5,2,1,6,1,,,,0,2
replication,53,0,3,r,,,8,-2,0,,,,,,,,,,,0,2
replication,53,0,3,r,,,5,2,1,,,8,-2,0,,,,,,0,2
replication,53,0,3,p,6,1,,,,,,5,2,1,,,8,-2,0,0,2
replication,53,0,3,r,,,5,2,1,6,1,,,,,,5,2,1,0,2
replication,53,0,3,p,6,1,,,,,,5,2,1,6,1,,,,0,2
replication,53,0,3,r,,,5,2,1,6,1,,,,,,5,2,1,0,2
replication,53,0,3,p,6,1,,,,,,5,2,1,6,1,,,,0,2
replication,53,0,3,p,6,1,,,,6,1,,,,,,5,2,1,0,2
replication,53,0,3,r,,,9,-2,0,6,1,,,,6,1,,,,0,2
replication,53,0,3,p,,0,,,,,,9,-2,0,6,1,,,,0,2
replication,53,0,3,r,,,7,2,1,,0,,,,,,9,-2,0,0,2
replication,53,0,3,p,7,1,,,,,,7,2,1,,0,,,,0,2
replication,53,0,3,r,,,8,-2,0,7,1,,,,,,7,2,1,0,2
replication,53,0,3,p,7,1,,,,,,8,-2,0,7,1,,,,0,2
replication,53,0,3,r,,,9,-2,0,7,1,,,,,,8,-2,0,0,2
replication,53,0,3,p,7,1,,,,,,9,-2,0,7,1,,,,0,2
replication,53,0,4,r,,,8,-2,0,,,,,,,,,,,0,2
replication,53,0,4,p,7,1,,,,,,8,-2,0,,,,,,0,2
replication,53,0,4,r,,,5,2,1,7,1,,,,,,8,-2,0,0,2
replication,53,0,4,p,7,1,,,,,,5,2,1,7,1,,,,0,2
replication,53,0,4,r,,,5,2,1,7,1,,,,,,5,2,1,0,2
replication,53,0,4,r,,,9,-2,0,,,5,2,1,7,1,,,,0,2
replication,53,0,4,p,7,1,,,,,,9,-2,0,,,5,2,1,0,2
replication,53,0,4,r,,,7,2,1,7,1,,,,,,9,-2,0,0,2
replication,53,0,4,p,7,1,,,,,,7,2,1,7,1,,,,0,2
replication,53,0,4,p,7,1,,,,7,1,,,,,,7,2,1,0,2
replication,53,0,4,r,,,5,2,1,7,1,,,,7,1,,,,0,2
replication,53,0,4,p,7,1,,,,,,5,2,1,7,1,,,,0,2
replication,53,0,4,r,,,8,-2,0,7,1,,,,,,5,2,1,0,2
replication,53,0,4,p,7,0,,,,,,8,-2,0,7,1,,,,0,2
replication,53,0,4,r,,,6,2,1,7,0,,,,,,8,-2,0,0,2
replication,53,0,4,p,7,0,,,,,,6,2,1,7,0,,,,0,2
replication,53,0,5,r,,,5,2,1,,,,,,,,,,,0,2
replication,53,0,5,p,9,0,,,,,,5,2,1,,,,,,0,2
replication,53,0,5,r,,,5,2,1,9,0,,,,,,5,2,1,0,2
replication,53,0,5,p,,0,,,,,,5,2,1,9,0,,,,0,2
replication,53,0,5,r,,,5,2,1,,0,,,,,,5,2,1,0,2
replication,53,0,5,p,5,1,,,,,,5,2,1,,0,,,,0,2
replication,53,0,5,r,,,5,2,1,5,1,,,,,,5,2,1,0,2
replication,53,0,5,p,5,1,,,,,,5,2,1,5,1,,,,0,2
replication,53,0,5,r,,,5,2,1,5,1,,,,,,5,2,1,0,2
replication,53,0,5,p,5,1,,,,,,5,2,1,5,1,,,,0,2
replication,53,0,5,p,5,1,,,,5,1,,,,,,5,2,1,0,2
replication,53,0,5,r,,,7,1,1,5,1,,,,5,1,,,,0,2
replication,53,0,5,p,7,0,,,,,,7,1,1,5,1,,,,0,2
replication,53,0,5,r,,,5,2,1,7,0,,,,,,7,1,1,0,2
replication,53,0,5,r,,,5,2,1,,,5,2,1,7,0,,,,0,2
replication,53,0,5,p,5,1,,,,,,5,2,1,,,5,2,1,0,2
replication,53,0,6,r,,,7,1,1,,,,,,,,,,,0,2
replication,53,0,6,p,7,0,,,,,,7,1,1,,,,,,0,2
replication,53,0,6,r,,,5,2,1,7,0,,,,,,7,1,1,0,2
replication,53,0,6,p,5,1,,,,,,5,2,1,7,0,,,,0,2
replication,53,0,6,r,,,7,-2,0,5,1,,,,,,5,2,1,0,2
replication,53,0,6,p,5,1,,,,,,7,-2,0,5,1,,,,0,2
replication,53,0,6,r,,,9,-2,0,5,1,,,,,,7,-2,0,0,2
replication,53,0,6,r,,,6,1,1,,,9,-2,0,5,1,,,,0,2
replication,53,0,6,p,6,1,,,,,,6,1,1,,,9,-2,0,0,2
replication,53,0,6,p,6,1,,,,6,1,,,,,,6,1,1,0,2
replication,53,0,6,r,,,9,-2,0,6,1,,,,6,1,,,,0,2
replication,53,0,6,p,6,1,,,,,,9,-2,0,6,1,,,,0,2
replication,53,0,6,r,,,5,2,1,6,1,,,,,,9,-2,0,0,2
replication,53,0,6,p,6,1,,,,,,5,2,1,6,1,,,,0,2
replication,53,0,6,r,,,5,2,1,6,1,,,,,,5,2,1,0,2
replication,53,0,6,p,5,1,,,,,,5,2,1,6,1,,,,0,2
replication,53,0,7,r,,,7,-2,0,,,,,,,,,,,0,2
replication,53,0,7,p,5,1,,,,,,7,-2,0,,,,,,0,2
replication,53,0,7,r,,,7,-2,0,5,1,,,,,,7,-2,0,0,2
replication,53,0,7,p,5,1,,,,,,7,-2,0,5,1,,,,0,2
replication,53,0,7,r,,,5,2,1,5,1,,,,,,7,-2,0,0,2
replication,53,0,7,p,5,1,,,,,,5,2,1,5,1,,,,0,2
replication,53,0,7,r,,,5,2,1,5,1,,,,,,5,2,1,0,2
replication,53,0,7,p,5,1,,,,,,5,2,1,5,1,,,,0,2
replication,53,0,7,r,,,5,2,1,5,1,,,,,,5,2,1,0,2
replication,53,0,7,p,5,1,,,,,,5,2,1,5,1,,,,0,2
replication,53,0,7,p,5,1,,,,5,1,,,,,,5,2,1,0,2
replication,53,0,7,p,6,1,,,,5,1,,,,5,1,,,,0,2
replication,53,0,7,r,,,5,2,1,6,1,,,,5,1,,,,0,2
replication,53,0,7,r,,,7,-2,0,,,5,2,1,6,1,,,,0,2
replication,53,0,7,p,5,1,,,,,,7,-2,0,,,5,2,1,0,2
replication,53,0,7,r,,,7,-2,0,5,1,,,,,,7,-2,0,0,2
replication,53,0,8,r,,,7,,,,,,,,,,,,,0,2
replication,53,0,8,p,,0,,,,,,7,,,,,,,,0,2
replication,53,0,8,r,,,7,,,,0,,,,,,7,,,0,2
replication,53,0,8,p,,0,,,,,,7,,,,0,,,,0,2
replication,53,0,8,r,,,9,,,,0,,,,,,7,,,0,2
replication,53,0,8,p,,0,,,,,,9,,,,0,,,,0,2
replication,53,0,8,r,,,9,,,,0,,,,,,9,,,0,2
replication,53,0,8,p,,0,,,,,,9,,,,0,,,,0,2
replication,53,0,8,r,,,5,2,1,,0,,,,,,9,,,0,2
replication,53,0,8,p,5,1,,,,,,5,2,1,,0,,,,0,2
replication,53,0,8,p,5,1,,,,5,1,,,,,,5,2,1,0,2
replication,53,0,8,p,5,1,,,,5,1,,,,5,1,,,,0,2
replication,53,0,8,r,,,5,2,1,5,1,,,,5,1,,,,0,2
replication,53,0,8,r,,,8,,,,,5,2,1,5,1,,,,0,2
replication,53,0,8,p,5,1,,,,,,8,,,,,5,2,1,0,2
replication,53,0,8,r,,,8,-2,0,5,1,,,,,,8,,,0,2
replication,53,0,8,p,,,,,,,,8,-2,0,5,1,,,,0,2
replication,54,0,0,r,,,7,2,1,,,,,,,,,,,1,5
replication,54,0,0,p,5,1,,,,,,7,2,1,,,,,,1,5
replication,54,0,0,r,,,5,2,1,5,1,,,,,,7,2,1,1,5
replication,54,0,0,p,6,1,,,,,,5,2,1,5,1,,,,1,5
replication,54,0,0,r,,,5,-2,0,6,1,,,,,,5,2,1,1,5
replication,54,0,0,r,,,7,2,1,,,5,-2,0,6,1,,,,1,5
replication,54,0,0,p,7,1,,,,,,7,2,1,,,5,-2,0,1,5
replication,54,0,0,r,,,9,-2,0,7,1,,,,,,7,2,1,1,5
replication,54,0,0,p,8,0,,,,,,9,-2,0,7,1,,,,1,5
replication,54,0,0,p,9,0,,,,8,0,,,,,,9,-2,0,1,5
replication,54,0,0,r,,,8,2,1,9,0,,,,8,0,,,,1,5
replication,54,0,0,p,5,1,,,,,,8,2,1,9,0,,,,1,5
replication,54,0,0,r,,,5,2,1,5,1,,,,,,8,2,1,1,5
replication,54,0,0,p,6,1,,,,,,5,2,1,5,1,,,,1,5
replication,54,0,0,r,,,7,2,1,6,1,,,,,,5,2,1,1,5
replication,54,0,0,p,5,1,,,,,,7,2,1,6,1,,,,1,5
replication,54,0,1,r,,,6,2,1,,,,,,,,,,,1,5
replication,54,0,1,p,7,0,,,,,,6,2,1,,,,,,1,5
replication,54,0,1,r,,,9,1,1,7,0,,,,,,6,2,1,1,5
replication,54,0,1,p,5,1,,,,,,9,1,1,7,0,,,,1,5
replication,54,0,1,p,6,1,,,,5,1,,,,,,9,1,1,1,5
replication,54,0,1,r,,,5,2,1,6,1,,,,5,1,,,,1,5
replication,54,0,1,p,7,0,,,,,,5,2,1,6,1,,,,1,5
replication,54,0,1,r,,,6,2,1,7,0,,,,,,5,2,1,1,5
replication,54,0,1,p,6,1,,,,,,6,2,1,7,0,,,,1,5
replication,54,0,1,r,,,6,2,1,6,1,,,,,,6,2,1,1,5
replication,54,0,1,r,,,5,2,1,,,6,2,1,6,1,,,,1,5
replication,54,0,1,p,7,0,,,,,,5,2,1,,,6,2,1,1,5
replication,54,0,1,r,,,8,1,1,7,0,,,,,,5,2,1,1,5
replication,54,0,1,p,7,1,,,,,,8,1,1,7,0,,,,1,5
replication,54,0,1,r,,,8,1,1,7,1,,,,,,8,1,1,1,5
replication,54,0,1,p,8,0,,,,,,8,1,1,7,1,,,,1,5
replication,54,0,2,r,,,8,-1,0,,,,,,,,,,,1,5
replication,54,0,2,p,7,1,,,,,,8,-1,0,,,,,,1,5
replication,54,0,2,r,,,5,2,1,7,1,,,,,,8,-1,0,1,5
replication,54,0,2,p,7,1,,,,,,5,2,1,7,1,,,,1,5
replication,54,0,2,r,,,8,-1,0,7,1,,,,,,5,2,1,1,5
replication,54,0,2,p,7,1,,,,,,8,-1,0,7,1,,,,1,5
replication,54,0,2,p,8,0,,,,7,1,,,,,,8,-1,0,1,5
replication,54,0,2,r,,,5,2,1,8,0,,,,7,1,,,,1,5
replication,54,0,2,p,8,0,,,,,,5,2,1,8,0,,,,1,5
replication,54,0,2,r,,,8,1,1,8,0,,,,,,5,2,1,1,5
replication,54,0,2,r,,,9,-2,0,,,8,1,1,8,0,,,,1,5
replication,54,0,2,p,8,1,,,,,,9,-2,0,,,8,1,1,1,5
replication,54,0,2,r,,,6,2,1,8,1,,,,,,9,-2,0,1,5
replication,54,0,2,p,9,0,,,,,,6,2,1,8,1,,,,1,5
replication,54,0,2,r,,,6,2,1,9,0,,,,,,6,2,1,1,5
replication,54,0,2,p,9,1,,,,,,6,2,1,9,0,,,,1,5
replication,54,0,3,r,,,9,1,1,,,,,,,,,,,1,5
replication,54,0,3,r,,,5,2,1,,,9,1,1,,,,,,1,5
replication,54,0,3,p,5,1,,,,,,5,2,1,,,9,1,1,1,5
replication,54,0,3,r,,,6,2,1,5,1,,,,,,5,2,1,1,5
replication,54,0,3,p,6,0,,,,,,6,2,1,5,1,,,,1,5
replication,54,0,3,r,,,9,1,1,6,0,,,,,,6,2,1,1,5
replication,54,0,3,p,6,1,,,,,,9,1,1,6,0,,,,1,5
replication,54,0,3,p,7,0,,,,6,1,,,,,,9,1,1,1,5
replication,54,0,3,r,,,9,1,1,7,0,,,,6,1,,,,1,5
replication,54,0,3,p,7,1,,,,,,9,1,1,7,0,,,,1,5
replication,54,0,3,r,,,9,1,1,7,1,,,,,,9,1,1,1,5
replication,54,0,3,p,8,0,,,,,,9,1,1,7,1,,,,1,5
replication,54,0,3,r,,,5,2,1,8,0,,,,,,9,1,1,1,5
replication,54,0,3,p,8,0,,,,,,5,2,1,8,0,,,,1,5
replication,54,0,3,r,,,5,2,1,8,0,,,,,,5,2,1,1,5
replication,54,0,3,p,8,0,,,,,,5,2,1,8,0,,,,1,5
replication,54,0,4,r,,,5,2,1,,,,,,,,,,,1,5
replication,54,0,4,p,8,0,,,,,,5,2,1,,,,,,1,5
replication,54,0,4,r,,,7,1,1,8,0,,,,,,5,2,1,1,5
replication,54,0,4,p,8,1,,,,,,7,1,1,8,0,,,,1,5
replication,54,0,4,r,,,8,1,1,8,1,,,,,,7,1,1,1,5
replication,54,0,4,r,,,7,2,1,,,8,1,1,8,1,,,,1,5
replication,54,0,4,p,9,0,,,,,,7,2,1,,,8,1,1,1,5
replication,54,0,4,r,,,7,1,1,9,0,,,,,,7,2,1,1,5
replication,54,0,4,p,9,0,,,,,,7,1,1,9,0,,,,1,5
replication,54,0,4,p,9,0,,,,9,0,,,,,,7,1,1,1,5
replication,54,0,4,r,,,5,2,1,9,0,,,,9,0,,,,1,5
replication,54,0,4,p,9,1,,,,,,5,2,1,9,0,,,,1,5
replication,54,0,4,r,,,6,2,1,9,1,,,,,,5,2,1,1,5
replication,54,0,4,p,5,1,,,,,,6,2,1,9,1,,,,1,5
replication,54,0,4,r,,,5,2,1,5,1,,,,,,6,2,1,1,5
replication,54,0,4,p,8,1,,,,,,5,2,1,5,1,,,,1,5
replication,54,0,5,r,,,5,2,1,,,,,,,,,,,1,5
replication,54,0,5,p,6,1,,,,,,5,2,1,,,,,,1,5
replication,54,0,5,r,,,5,2,1,6,1,,,,,,5,2,1,1,5
replication,54,0,5,p,7,1,,,,,,5,2,1,6,1,,,,1,5
replication,54,0,5,r,,,7,2,1,7,1,,,,,,5,2,1,1,5
replication,54,0,5,p,8,1,,,,,,7,2,1,7,1,,,,1,5
replication,54,0,5,r,,,8,1,1,8,1,,,,,,7,2,1,1,5
replication,54,0,5,p,9,0,,,,,,8,1,1,8,1,,,,1,5
replication,54,0,5,r,,,8,1,1,9,0,,,,,,8,1,1,1,5
replication,54,0,5,p,9,0,,,,,,8,1,1,9,0,,,,1,5
replication,54,0,5,p,9,1,,,,9,0,,,,,,8,1,1,1,5
replication,54,0,5,r,,,5,2,1,9,1,,,,9,0,,,,1,5
replication,54,0,5,p,9,0,,,,,,5,2,1,9,1,,,,1,5
replication,54,0,5,r,,,8,1,1,9,0,,,,,,5,2,1,1,5
replication,54,0,5,r,,,8,1,1,,,8,1,1,9,0,,,,1,5
replication,54,0,5,p,5,1,,,,,,8,1,1,,,8,1,1,1,5
replication,54,0,6,r,,,7,2,1,,,,,,,,,,,1,5
replication,54,0,6,p,9,1,,,,,,7,2,1,,,,,,1,5
replication,54,0,6,r,,,6,2,1,9,1,,,,,,7,2,1,1,5
replication,54,0,6,p,6,1,,,,,,6,2,1,9,1,,,,1,5
replication,54,0,6,r,,,5,2,1,6,1,,,,,,6,2,1,1,5
replication,54,0,6,p,7,1,,,,,,5,2,1,6,1,,,,1,5
replication,54,0,6,r,,,5,2,1,7,1,,,,,,5,2,1,1,5
replication,54,0,6,r,,,7,1,1,,,5,2,1,7,1,,,,1,5
replication,54,0,6,p,9,0,,,,,,7,1,1,,,5,2,1,1,5
replication,54,0,6,p,9,0,,,,9,0,,,,,,7,1,1,1,5
replication,54,0,6,r,,,9,1,1,9,0,,,,9,0,,,,1,5
replication,54,0,6,p,9,0,,,,,,9,1,1,9,0,,,,1,5
replication,54,0,6,r,,,6,2,1,9,0,,,,,,9,1,1,1,5
replication,54,0,6,p,9,1,,,,,,6,2,1,9,0,,,,1,5
replication,54,0,6,r,,,9,-2,0,9,1,,,,,,6,2,1,1,5
replication,54,0,6,p,6,1,,,,,,9,-2,0,9,1,,,,1,5
replication,54,0,7,r,,,6,2,1,,,,,,,,,,,1,5
replication,54,0,7,p,9,0,,,,,,6,2,1,,,,,,1,5
replication,54,0,7,r,,,5,2,1,9,0,,,,,,6,2,1,1,5
replication,54,0,7,p,9,0,,,,,,5,2,1,9,0,,,,1,5
replication,54,0,7,r,,,7,2,1,9,0,,,,,,5,2,1,1,5
replication,54,0,7,p,9,0,,,,,,7,2,1,9,0,,,,1,5
replication,54,0,7,r,,,5,2,1,9,0,,,,,,7,2,1,1,5
replication,54,0,7,p,5,1,,,,,,5,2,1,9,0,,,,1,5
replication,54,0,7,r,,,6,2,1,5,1,,,,,,5,2,1,1,5
replication,54,0,7,p,7,1,,,,,,6,2,1,5,1,,,,1,5
replication,54,0,7,p,7,0,,,,7,1,,,,,,6,2,1,1,5
replication,54,0,7,p,7,1,,,,7,0,,,,7,1,,,,1,5
replication,54,0,7,r,,,5,2,1,7,1,,,,7,0,,,,1,5
replication,54,0,7,r,,,8,1,1,,,5,2,1,7,1,,,,1,5
replication,54,0,7,p,7,1,,,,,,8,1,1,,,5,2,1,1,5
replication,54,0,7,r,,,6,2,1,7,1,,,,,,8,1,1,1,5
replication,54,0,8,r,,,5,2,1,,,,,,,,,,,1,5
replication,54,0,8,p,8,0,,,,,,5,2,1,,,,,,1,5
replication,54,0,8,r,,,5,2,1,8,0,,,,,,5,2,1,1,5
replication,54,0,8,p,7,1,,,,,,5,2,1,8,0,,,,1,5
replication,54,0,8,r,,,5,2,1,7,1,,,,,,5,2,1,1,5
replication,54,0,8,p,7,0,,,,,,5,2,1,7,1,,,,1,5
replication,54,0,8,r,,,9,1,1,7,0,,,,,,5,2,1,1,5
replication,54,0,8,p,6,0,,,,,,9,1,1,7,0,,,,1,5
replication,54,0,8,r,,,5,-1,0,6,0,,,,,,9,1,1,1,5
replication,54,0,8,p,6,1,,,,,,5,-1,0,6,0,,,,1,5
replication,54,0,8,p,7,0,,,,6,1,,,,,,5,-1,0,1,5
replication,54,0,8,p,8,1,,,,7,0,,,,6,1,,,,1,5
replication,54,0,8,r,,,9,1,1,8,1,,,,7,0,,,,1,5
replication,54,0,8,r,,,9,1,1,,,9,1,1,8,1,,,,1,5
replication,54,0,8,p,9,0,,,,,,9,1,1,,,9,1,1,1,5
replication,54,0,8,r,,,6,2,1,9,0,,,,,,9,1,1,1,5
replication,54,0,8,p,,,,,,,,6,2,1,9,0,,,,1,5
replication,55,0,0,r,,,9,-1,0,,,,,,,,,,,1,3
replication,55,0,0,p,6,1,,,,,,9,-1,0,,,,,,1,3
replication,55,0,0,r,,,5,1,1,6,1,,,,,,9,-1,0,1,3
replication,55,0,0,p,5,1,,,,,,5,1,1,6,1,,,,1,3
replication,55,0,0,r,,,5,1,1,5,1,,,,,,5,1,1,1,3
replication,55,0,0,r,,,7,1,1,,,5,1,1,5,1,,,,1,3
replication,55,0,0,p,6,1,,,,,,7,1,1,,,5,1,1,1,3
replication,55,0,0,r,,,5,1,1,6,1,,,,,,7,1,1,1,3
replication,55,0,0,p,5,1,,,,,,5,1,1,6,1,,,,1,3
replication,55,0,0,p,5,1,,,,5,1,,,,,,5,1,1,1,3
replication,55,0,0,r,,,6,1,1,5,1,,,,5,1,,,,1,3
replication,55,0,0,p,6,1,,,,,,6,1,1,5,1,,,,1,3
replication,55,0,0,r,,,5,1,1,6,1,,,,,,6,1,1,1,3
replication,55,0,0,p,6,1,,,,,,5,1,1,6,1,,,,1,3
replication,55,0,0,r,,,8,1,1,6,1,,,,,,5,1,1,1,3
replication,55,0,0,p,6,1,,,,,,8,1,1,6,1,,,,1,3
replication,55,0,1,r,,,5,1,1,,,,,,,,,,,1,3
replication,55,0,1,p,5,1,,,,,,5,1,1,,,,,,1,3
replication,55,0,1,r,,,6,1,1,5,1,,,,,,5,1,1,1,3
replication,55,0,1,p,6,1,,,,,,6,1,1,5,1,,,,1,3
replication,55,0,1,p,6,0,,,,6,1,,,,,,6,1,1,1,3
replication,55,0,1,r,,,9,-1,0,6,0,,,,6,1,,,,1,3
replication,55,0,1,p,5,1,,,,,,9,-1,0,6,0,,,,1,3
replication,55,0,1,r,,,5,1,1,5,1,,,,,,9,-1,0,1,3
replication,55,0,1,p,5,1,,,,,,5,1,1,5,1,,,,1,3
replication,55,0,1,r,,,6,1,1,5,1,,,,,,5,1,1,1,3
replication,55,0,1,r,,,7,-1,0,,,6,1,1,5,1,,,,1,3
replication,55,0,1,p,6,1,,,,,,7,-1,0,,,6,1,1,1,3
replication,55,0,1,r,,,5,1,1,6,1,,,,,,7,-1,0,1,3
replication,55,0,1,p,5,1,,,,,,5,1,1,6,1,,,,1,3
replication,55,0,1,r,,,7,1,1,5,1,,,,,,5,1,1,1,3
replication,55,0,1,p,7,1,,,,,,7,1,1,5,1,,,,1,3
replication,55,0,2,r,,,8,-1,0,,,,,,,,,,,1,3
replication,55,0,2,p,5,1,,,,,,8,-1,0,,,,,,1,3
replication,55,0,2,r,,,5,1,1,5,1,,,,,,8,-1,0,1,3
replication,55,0,2,p,5,1,,,,,,5,1,1,5,1,,,,1,3
replication,55,0,2,r,,,9,-1,0,5,1,,,,,,5,1,1,1,3
replication,55,0,2,p,5,1,,,,,,9,-1,0,5,1,,,,1,3
replication,55,0,2,p,6,1,,,,5,1,,,,,,9,-1,0,1,3
replication,55,0,2,r,,,5,1,1,6,1,,,,5,1,,,,1,3
replication,55,0,2,p,5,1,,,,,,5,1,1,6,1,,,,1,3
replication,55,0,2,r,,,9,-1,0,5,1,,,,,,5,1,1,1,3
replication,55,0,2,r,,,8,-1,0,,,9,-1,0,5,1,,,,1,3
replication,55,0,2,p,5,1,,,,,,8,-1,0,,,9,-1,0,1,3
replication,55,0,2,r,,,9,-1,0,5,1,,,,,,8,-1,0,1,3
replication,55,0,2,p,5,1,,,,,,9,-1,0,5,1,,,,1,3
replication,55,0,2,r,,,6,1,1,5,1,,,,,,9,-1,0,1,3
replication,55,0,2,p,6,1,,,,,,6,1,1,5,1,,,,1,3
replication,55,0,3,r,,,7,-1,0,,,,,,,,,,,1,3
replication,55,0,3,r,,,6,1,1,,,7,-1,0,,,,,,1,3
replication,55,0,3,p,6,1,,,,,,6,1,1,,,7,-1,0,1,3
replication,55,0,3,r,,,8,-1,0,6,1,,,,,,6,1,1,1,3
replication,55,0,3,p,5,1,,,,,,8,-1,0,6,1,,,,1,3
replication,55,0,3,r,,,5,1,1,5,1,,,,,,8,-1,0,1,3
replication,55,0,3,p,5,1,,,,,,5,1,1,5,1,,,,1,3
replication,55,0,3,p,6,1,,,,5,1,,,,,,5,1,1,1,3
replication,55,0,3,r,,,7,1,1,6,1,,,,5,1,,,,1,3
replication,55,0,3,p,6,1,,,,,,7,1,1,6,1,,,,1,3
replication,55,0,3,r,,,6,1,1,6,1,,,,,,7,1,1,1,3
replication,55,0,3,p,6,1,,,,,,6,1,1,6,1,,,,1,3
replication,55,0,3,r,,,8,-1,0,6,1,,,,,,6,1,1,1,3
replication,55,0,3,p,5,1,,,,,,8,-1,0,6,1,,,,1,3
replication,55,0,3,r,,,8,-1,0,5,1,,,,,,8,-1,0,1,3
replication,55,0,3,p,5,1,,,,,,8,-1,0,5,1,,,,1,3
replication,55,0,4,r,,,7,-1,0,,,,,,,,,,,1,3
replication,55,0,4,p,5,1,,,,,,7,-1,0,,,,,,1,3
replication,55,0,4,r,,,7,1,1,5,1,,,,,,7,-1,0,1,3
replication,55,0,4,p,7,1,,,,,,7,1,1,5,1,,,,1,3
replication,55,0,4,r,,,6,1,1,7,1,,,,,,7,1,1,1,3
replication,55,0,4,r,,,6,1,1,,,6,1,1,7,1,,,,1,3
replication,55,0,4,p,6,0,,,,,,6,1,1,,,6,1,1,1,3
