condition,id,excluded,block_number,role,subjectTake,response_bool,proposerTake,subject_response,subject_response_bool,prev_subjectTake,prev_response_bool,prev_proposerTake,prev_subject_response,prev_subject_response_bool,prev_prev_subjectTake,prev_prev_response_bool,prev_prev_proposerTake,prev_prev_subject_response,prev_prev_subject_response_bool,deception,deception_scale,E_p,E_r,received
selfish,98,0,4,r,,,7.0,0.0,,,,,,,,,,,,0,1,,,3.0
selfish,98,0,4,p,5.0,1.0,,,,,,7.0,0.0,,,,,,,0,1,,7.0,
selfish,98,0,4,r,,,6.0,0.0,,5.0,1.0,,,,,,7.0,0.0,,0,1,5.0,7.0,4.0
selfish,98,0,4,p,5.0,1.0,,,,,,6.0,0.0,,5.0,1.0,,,,0,1,5.0,6.5,
selfish,98,0,4,r,,,6.0,0.0,,5.0,1.0,,,,,,6.0,0.0,,0,1,5.0,6.5,4.0
selfish,98,0,4,r,,,6.0,0.0,,,,6.0,0.0,,5.0,1.0,,,,0,1,5.0,6.333333333333333,4.0
selfish,98,0,4,p,5.0,1.0,,,,,,6.0,0.0,,,,6.0,0.0,,0,1,5.0,6.25,
selfish,98,0,4,r,,,7.0,0.0,,5.0,1.0,,,,,,6.0,0.0,,0,1,5.0,6.25,3.0
selfish,98,0,4,p,5.0,1.0,,,,,,7.0,0.0,,5.0,1.0,,,,0,1,5.0,6.4,
selfish,98,0,4,p,5.0,1.0,,,,5.0,1.0,,,,,,7.0,0.0,,0,1,5.0,6.4,
selfish,98,0,4,r,,,5.0,0.0,,5.0,1.0,,,,5.0,1.0,,,,0,1,5.0,6.4,5.0
selfish,98,0,4,p,5.0,1.0,,,,,,5.0,0.0,,5.0,1.0,,,,0,1,5.0,6.166666666666667,
selfish,98,0,4,r,,,8.0,0.0,,5.0,1.0,,,,,,5.0,0.0,,0,1,5.0,6.166666666666667,2.0
selfish,98,0,4,p,5.0,1.0,,,,,,8.0,0.0,,5.0,1.0,,,,0,1,5.0,6.428571428571429,
selfish,98,0,4,r,,,9.0,,,5.0,1.0,,,,,,8.0,0.0,,0,1,5.0,6.428571428571429,1.0
selfish,98,0,4,p,5.0,1.0,,,,,,9.0,,,5.0,1.0,,,,0,1,5.0,6.75,
selfish,98,0,5,r,,,7.0,0.0,,,,,,,,,,,,0,1,,,3.0
selfish,98,0,5,p,5.0,1.0,,,,,,7.0,0.0,,,,,,,0,1,,7.0,
selfish,98,0,5,r,,,6.0,0.0,,5.0,1.0,,,,,,7.0,0.0,,0,1,5.0,7.0,4.0
selfish,98,0,5,p,5.0,1.0,,,,,,6.0,0.0,,5.0,1.0,,,,0,1,5.0,6.5,
selfish,98,0,5,r,,,5.0,2.0,1.0,5.0,1.0,,,,,,6.0,0.0,,0,1,5.0,6.5,5.0
selfish,98,0,5,p,5.0,1.0,,,,,,5.0,2.0,1.0,5.0,1.0,,,,0,1,5.0,6.0,
selfish,98,0,5,r,,,6.0,0.0,,5.0,1.0,,,,,,5.0,2.0,1.0,0,1,5.0,6.0,4.0
selfish,98,0,5,p,5.0,1.0,,,,,,6.0,0.0,,5.0,1.0,,,,0,1,5.0,6.0,
selfish,98,0,5,r,,,7.0,0.0,,5.0,1.0,,,,,,6.0,0.0,,0,1,5.0,6.0,3.0
selfish,98,0,5,p,5.0,1.0,,,,,,7.0,0.0,,5.0,1.0,,,,0,1,5.0,6.2,
selfish,98,0,5,p,5.0,1.0,,,,5.0,1.0,,,,,,7.0,0.0,,0,1,5.0,6.2,
selfish,98,0,5,r,,,7.0,0.0,,5.0,1.0,,,,5.0,1.0,,,,0,1,5.0,6.2,3.0
selfish,98,0,5,p,5.0,1.0,,,,,,7.0,0.0,,5.0,1.0,,,,0,1,5.0,6.333333333333333,
selfish,98,0,5,r,,,8.0,0.0,,5.0,1.0,,,,,,7.0,0.0,,0,1,5.0,6.333333333333333,2.0
selfish,98,0,5,r,,,9.0,0.0,,,,8.0,0.0,,5.0,1.0,,,,0,1,5.0,6.571428571428571,1.0
selfish,98,0,5,p,5.0,1.0,,,,,,9.0,0.0,,,,8.0,0.0,,0,1,5.0,6.875,
selfish,98,0,6,r,,,7.0,0.0,,,,,,,,,,,,0,1,,,3.0
selfish,98,0,6,p,5.0,1.0,,,,,,7.0,0.0,,,,,,,0,1,,7.0,
selfish,98,0,6,r,,,6.0,0.0,,5.0,1.0,,,,,,7.0,0.0,,0,1,5.0,7.0,4.0
selfish,98,0,6,p,5.0,1.0,,,,,,6.0,0.0,,5.0,1.0,,,,0,1,5.0,6.5,
selfish,98,0,6,r,,,7.0,0.0,,5.0,1.0,,,,,,6.0,0.0,,0,1,5.0,6.5,3.0
selfish,98,0,6,p,5.0,1.0,,,,,,7.0,0.0,,5.0,1.0,,,,0,1,5.0,6.666666666666667,
selfish,98,0,6,r,,,8.0,0.0,,5.0,1.0,,,,,,7.0,0.0,,0,1,5.0,6.666666666666667,2.0
selfish,98,0,6,r,,,7.0,0.0,,,,8.0,0.0,,5.0,1.0,,,,0,1,5.0,7.0,3.0
selfish,98,0,6,p,5.0,1.0,,,,,,7.0,0.0,,,,8.0,0.0,,0,1,5.0,7.0,
selfish,98,0,6,p,5.0,1.0,,,,5.0,1.0,,,,,,7.0,0.0,,0,1,5.0,7.0,
selfish,98,0,6,r,,,7.0,0.0,,5.0,1.0,,,,5.0,1.0,,,,0,1,5.0,7.0,3.0
selfish,98,0,6,p,5.0,1.0,,,,,,7.0,0.0,,5.0,1.0,,,,0,1,5.0,7.0,
selfish,98,0,6,r,,,6.0,0.0,,5.0,1.0,,,,,,7.0,0.0,,0,1,5.0,7.0,4.0
selfish,98,0,6,p,5.0,1.0,,,,,,6.0,0.0,,5.0,1.0,,,,0,1,5.0,6.857142857142857,
selfish,98,0,6,r,,,6.0,0.0,,5.0,1.0,,,,,,6.0,0.0,,0,1,5.0,6.857142857142857,4.0
selfish,98,0,6,p,5.0,1.0,,,,,,6.0,0.0,,5.0,1.0,,,,0,1,5.0,6.75,
selfish,98,0,7,r,,,5.0,2.0,1.0,,,,,,,,,,,0,1,,,5.0
selfish,98,0,7,p,5.0,1.0,,,,,,5.0,2.0,1.0,,,,,,0,1,,5.0,
selfish,98,0,7,r,,,8.0,0.0,,5.0,1.0,,,,,,5.0,2.0,1.0,0,1,5.0,5.0,2.0
selfish,98,0,7,p,5.0,1.0,,,,,,8.0,0.0,,5.0,1.0,,,,0,1,5.0,6.5,
selfish,98,0,7,r,,,7.0,0.0,,5.0,1.0,,,,,,8.0,0.0,,0,1,5.0,6.5,3.0
selfish,98,0,7,p,5.0,1.0,,,,,,7.0,0.0,,5.0,1.0,,,,0,1,5.0,6.666666666666667,
selfish,98,0,7,r,,,6.0,0.0,,5.0,1.0,,,,,,7.0,0.0,,0,1,5.0,6.666666666666667,4.0
selfish,98,0,7,p,5.0,1.0,,,,,,6.0,0.0,,5.0,1.0,,,,0,1,5.0,6.5,
selfish,98,0,7,r,,,8.0,0.0,,5.0,1.0,,,,,,6.0,0.0,,0,1,5.0,6.5,2.0
selfish,98,0,7,p,5.0,1.0,,,,,,8.0,0.0,,5.0,1.0,,,,0,1,5.0,6.8,
selfish,98,0,7,p,5.0,1.0,,,,5.0,1.0,,,,,,8.0,0.0,,0,1,5.0,6.8,
selfish,98,0,7,p,5.0,1.0,,,,5.0,1.0,,,,5.0,1.0,,,,0,1,5.0,6.8,
selfish,98,0,7,r,,,7.0,0.0,,5.0,1.0,,,,5.0,1.0,,,,0,1,5.0,6.8,3.0
selfish,98,0,7,r,,,6.0,0.0,,,,7.0,0.0,,5.0,1.0,,,,0,1,5.0,6.833333333333333,4.0
selfish,98,0,7,p,5.0,1.0,,,,,,6.0,0.0,,,,7.0,0.0,,0,1,5.0,6.714285714285714,
selfish,98,0,7,r,,,6.0,0.0,,5.0,1.0,,,,,,6.0,0.0,,0,1,5.0,6.714285714285714,4.0
selfish,98,0,8,r,,,7.0,0.0,,,,,,,,,,,,0,1,,,3.0
selfish,98,0,8,p,5.0,1.0,,,,,,7.0,0.0,,,,,,,0,1,,7.0,
selfish,98,0,8,r,,,6.0,0.0,,5.0,1.0,,,,,,7.0,0.0,,0,1,5.0,7.0,4.0
selfish,98,0,8,p,5.0,1.0,,,,,,6.0,0.0,,5.0,1.0,,,,0,1,5.0,6.5,
selfish,98,0,8,r,,,7.0,0.0,,5.0,1.0,,,,,,6.0,0.0,,0,1,5.0,6.5,3.0
selfish,98,0,8,p,5.0,1.0,,,,,,7.0,0.0,,5.0,1.0,,,,0,1,5.0,6.666666666666667,
selfish,98,0,8,r,,,7.0,0.0,,5.0,1.0,,,,,,7.0,0.0,,0,1,5.0,6.666666666666667,3.0
selfish,98,0,8,p,5.0,1.0,,,,,,7.0,0.0,,5.0,1.0,,,,0,1,5.0,6.75,
selfish,98,0,8,r,,,9.0,2.0,1.0,5.0,1.0,,,,,,7.0,0.0,,0,1,5.0,6.75,1.0
selfish,98,0,8,p,5.0,1.0,,,,,,9.0,2.0,1.0,5.0,1.0,,,,0,1,5.0,7.2,
selfish,98,0,8,p,5.0,1.0,,,,5.0,1.0,,,,,,9.0,2.0,1.0,0,1,5.0,7.2,
selfish,98,0,8,p,5.0,1.0,,,,5.0,1.0,,,,5.0,1.0,,,,0,1,5.0,7.2,
selfish,98,0,8,r,,,7.0,0.0,,5.0,1.0,,,,5.0,1.0,,,,0,1,5.0,7.2,3.0
selfish,98,0,8,r,,,8.0,0.0,,,,7.0,0.0,,5.0,1.0,,,,0,1,5.0,7.166666666666667,2.0
selfish,98,0,8,p,7.0,0.0,,,,,,8.0,0.0,,,,7.0,0.0,,0,1,5.0,7.285714285714286,
selfish,98,0,8,r,,,7.0,,,7.0,0.0,,,,,,8.0,0.0,,0,1,5.25,7.285714285714286,3.0
selfish,98,0,8,p,,,,,,,,7.0,,,7.0,0.0,,,,0,1,5.25,7.25,
replication,99,0,0,r,,,5.0,2.0,1.0,,,,,,,,,,,1,5,,,5.0
replication,99,0,0,p,5.0,1.0,,,,,,5.0,2.0,1.0,,,,,,1,5,,5.0,
replication,99,0,0,r,,,9.0,-2.0,0.0,5.0,1.0,,,,,,5.0,2.0,1.0,1,5,5.0,5.0,1.0
replication,99,0,0,p,5.0,1.0,,,,,,9.0,-2.0,0.0,5.0,1.0,,,,1,5,5.0,7.0,
replication,99,0,0,r,,,6.0,1.0,1.0,5.0,1.0,,,,,,9.0,-2.0,0.0,1,5,5.0,7.0,4.0
replication,99,0,0,r,,,9.0,1.0,1.0,,,6.0,1.0,1.0,5.0,1.0,,,,1,5,5.0,6.666666666666667,1.0
replication,99,0,0,p,,0.0,,,,,,9.0,1.0,1.0,,,6.0,1.0,1.0,1,5,5.0,7.25,
replication,99,0,0,r,,,5.0,2.0,1.0,,0.0,,,,,,9.0,1.0,1.0,1,5,5.0,7.25,5.0
replication,99,0,0,p,5.0,1.0,,,,,,5.0,2.0,1.0,,0.0,,,,1,5,5.0,6.8,
replication,99,0,0,p,5.0,1.0,,,,5.0,1.0,,,,,,5.0,2.0,1.0,1,5,5.0,6.8,
replication,99,0,0,r,,,5.0,2.0,1.0,5.0,1.0,,,,5.0,1.0,,,,1,5,5.0,6.8,5.0
replication,99,0,0,p,9.0,1.0,,,,,,5.0,2.0,1.0,5.0,1.0,,,,1,5,5.0,6.5,
replication,99,0,0,r,,,5.0,2.0,1.0,9.0,1.0,,,,,,5.0,2.0,1.0,1,5,5.8,6.5,5.0
replication,99,0,0,p,8.0,0.0,,,,,,5.0,2.0,1.0,9.0,1.0,,,,1,5,5.8,6.285714285714286,
replication,99,0,0,r,,,5.0,2.0,1.0,8.0,0.0,,,,,,5.0,2.0,1.0,1,5,6.166666666666667,6.285714285714286,5.0
replication,99,0,0,p,9.0,0.0,,,,,,5.0,2.0,1.0,8.0,0.0,,,,1,5,6.166666666666667,6.125,
replication,99,0,1,r,,,7.0,2.0,1.0,,,,,,,,,,,1,5,,,3.0
replication,99,0,1,p,9.0,0.0,,,,,,7.0,2.0,1.0,,,,,,1,5,,7.0,
replication,99,0,1,r,,,8.0,1.0,1.0,9.0,0.0,,,,,,7.0,2.0,1.0,1,5,9.0,7.0,2.0
replication,99,0,1,p,8.0,0.0,,,,,,8.0,1.0,1.0,9.0,0.0,,,,1,5,9.0,7.5,
replication,99,0,1,p,7.0,0.0,,,,8.0,0.0,,,,,,8.0,1.0,1.0,1,5,8.5,7.5,
replication,99,0,1,r,,,5.0,1.0,1.0,7.0,0.0,,,,8.0,0.0,,,,1,5,8.0,7.5,5.0
replication,99,0,1,p,6.0,1.0,,,,,,5.0,1.0,1.0,7.0,0.0,,,,1,5,8.0,6.666666666666667,
replication,99,0,1,r,,,7.0,1.0,1.0,6.0,1.0,,,,,,5.0,1.0,1.0,1,5,7.5,6.666666666666667,3.0
replication,99,0,1,p,7.0,1.0,,,,,,7.0,1.0,1.0,6.0,1.0,,,,1,5,7.5,6.75,
replication,99,0,1,r,,,7.0,1.0,1.0,7.0,1.0,,,,,,7.0,1.0,1.0,1,5,7.4,6.75,3.0
replication,99,0,1,r,,,5.0,1.0,1.0,,,7.0,1.0,1.0,7.0,1.0,,,,1,5,7.4,6.8,5.0
replication,99,0,1,p,5.0,1.0,,,,,,5.0,1.0,1.0,,,7.0,1.0,1.0,1,5,7.4,6.5,
replication,99,0,1,r,,,9.0,1.0,1.0,5.0,1.0,,,,,,5.0,1.0,1.0,1,5,7.0,6.5,1.0
replication,99,0,1,p,7.0,0.0,,,,,,9.0,1.0,1.0,5.0,1.0,,,,1,5,7.0,6.857142857142857,
replication,99,0,1,r,,,6.0,1.0,1.0,7.0,0.0,,,,,,9.0,1.0,1.0,1,5,7.0,6.857142857142857,4.0
replication,99,0,1,p,6.0,1.0,,,,,,6.0,1.0,1.0,7.0,0.0,,,,1,5,7.0,6.75,
replication,99,0,2,r,,,6.0,,,,,,,,,,,,,1,5,,,4.0
replication,99,0,2,p,7.0,1.0,,,,,,6.0,,,,,,,,1,5,,6.0,
replication,99,0,2,r,,,7.0,1.0,1.0,7.0,1.0,,,,,,6.0,,,1,5,7.0,6.0,3.0
replication,99,0,2,p,7.0,0.0,,,,,,7.0,1.0,1.0,7.0,1.0,,,,1,5,7.0,6.5,
replication,99,0,2,r,,,5.0,2.0,1.0,7.0,0.0,,,,,,7.0,1.0,1.0,1,5,7.0,6.5,5.0
replication,99,0,2,p,6.0,1.0,,,,,,5.0,2.0,1.0,7.0,0.0,,,,1,5,7.0,6.0,
replication,99,0,2,p,5.0,1.0,,,,6.0,1.0,,,,,,5.0,2.0,1.0,1,5,6.666666666666667,6.0,
replication,99,0,2,r,,,7.0,1.0,1.0,5.0,1.0,,,,6.0,1.0,,,,1,5,6.25,6.0,3.0
replication,99,0,2,p,5.0,1.0,,,,,,7.0,1.0,1.0,5.0,1.0,,,,1,5,6.25,6.25,
replication,99,0,2,r,,,5.0,1.0,1.0,5.0,1.0,,,,,,7.0,1.0,1.0,1,5,6.0,6.25,5.0
replication,99,0,2,r,,,7.0,1.0,1.0,,,5.0,1.0,1.0,5.0,1.0,,,,1,5,6.0,6.0,3.0
replication,99,0,2,p,5.0,1.0,,,,,,7.0,1.0,1.0,,,5.0,1.0,1.0,1,5,6.0,6.166666666666667,
replication,99,0,2,r,,,9.0,1.0,1.0,5.0,1.0,,,,,,7.0,1.0,1.0,1,5,5.833333333333333,6.166666666666667,1.0
replication,99,0,2,p,,0.0,,,,,,9.0,1.0,1.0,5.0,1.0,,,,1,5,5.833333333333333,6.571428571428571,
replication,99,0,2,r,,,6.0,1.0,1.0,,0.0,,,,,,9.0,1.0,1.0,1,5,5.833333333333333,6.571428571428571,4.0
replication,99,0,2,p,5.0,1.0,,,,,,6.0,1.0,1.0,,0.0,,,,1,5,5.833333333333333,6.5,
replication,99,0,3,r,,,6.0,1.0,1.0,,,,,,,,,,,1,5,,,4.0
replication,99,0,3,r,,,8.0,0.0,,,,6.0,1.0,1.0,,,,,,1,5,,6.0,2.0
replication,99,0,3,p,5.0,1.0,,,,,,8.0,0.0,,,,6.0,1.0,1.0,1,5,,7.0,
replication,99,0,3,r,,,8.0,1.0,1.0,5.0,1.0,,,,,,8.0,0.0,,1,5,5.0,7.0,2.0
replication,99,0,3,p,5.0,1.0,,,,,,8.0,1.0,1.0,5.0,1.0,,,,1,5,5.0,7.333333333333333,
replication,99,0,3,r,,,5.0,1.0,1.0,5.0,1.0,,,,,,8.0,1.0,1.0,1,5,5.0,7.333333333333333,5.0
replication,99,0,3,p,5.0,1.0,,,,,,5.0,1.0,1.0,5.0,1.0,,,,1,5,5.0,6.75,
replication,99,0,3,p,5.0,1.0,,,,5.0,1.0,,,,,,5.0,1.0,1.0,1,5,5.0,6.75,
replication,99,0,3,r,,,5.0,1.0,1.0,5.0,1.0,,,,5.0,1.0,,,,1,5,5.0,6.75,5.0
replication,99,0,3,p,5.0,1.0,,,,,,5.0,1.0,1.0,5.0,1.0,,,,1,5,5.0,6.4,
replication,99,0,3,r,,,8.0,-2.0,0.0,5.0,1.0,,,,,,5.0,1.0,1.0,1,5,5.0,6.4,2.0
replication,99,0,3,p,8.0,1.0,,,,,,8.0,-2.0,0.0,5.0,1.0,,,,1,5,5.0,6.666666666666667,
replication,99,0,3,r,,,9.0,1.0,1.0,8.0,1.0,,,,,,8.0,-2.0,0.0,1,5,5.5,6.666666666666667,1.0
replication,99,0,3,p,5.0,1.0,,,,,,9.0,1.0,1.0,8.0,1.0,,,,1,5,5.5,7.0,
replication,99,0,3,r,,,5.0,1.0,1.0,5.0,1.0,,,,,,9.0,1.0,1.0,1,5,5.428571428571429,7.0,5.0
replication,99,0,3,p,8.0,0.0,,,,,,5.0,1.0,1.0,5.0,1.0,,,,1,5,5.428571428571429,6.75,
replication,99,0,4,r,,,5.0,1.0,1.0,,,,,,,,,,,1,5,,,5.0
replication,99,0,4,p,8.0,0.0,,,,,,5.0,1.0,1.0,,,,,,1,5,,5.0,
replication,99,0,4,r,,,5.0,1.0,1.0,8.0,0.0,,,,,,5.0,1.0,1.0,1,5,8.0,5.0,5.0
replication,99,0,4,p,5.0,1.0,,,,,,5.0,1.0,1.0,8.0,0.0,,,,1,5,8.0,5.0,
replication,99,0,4,r,,,9.0,1.0,1.0,5.0,1.0,,,,,,5.0,1.0,1.0,1,5,6.5,5.0,1.0
replication,99,0,4,r,,,9.0,1.0,1.0,,,9.0,1.0,1.0,5.0,1.0,,,,1,5,6.5,6.333333333333333,1.0
replication,99,0,4,p,8.0,0.0,,,,,,9.0,1.0,1.0,,,9.0,1.0,1.0,1,5,6.5,7.0,
replication,99,0,4,r,,,9.0,1.0,1.0,8.0,0.0,,,,,,9.0,1.0,1.0,1,5,7.0,7.0,1.0
replication,99,0,4,p,9.0,0.0,,,,,,9.0,1.0,1.0,8.0,0.0,,,,1,5,7.0,7.4,
replication,99,0,4,p,8.0,0.0,,,,9.0,0.0,,,,,,9.0,1.0,1.0,1,5,7.5,7.4,
replication,99,0,4,r,,,5.0,2.0,1.0,8.0,0.0,,,,9.0,0.0,,,,1,5,7.6,7.4,5.0
replication,99,0,4,p,5.0,1.0,,,,,,5.0,2.0,1.0,8.0,0.0,,,,1,5,7.6,7.0,
replication,99,0,4,r,,,5.0,1.0,1.0,5.0,1.0,,,,,,5.0,2.0,1.0,1,5,7.166666666666667,7.0,5.0
replication,99,0,4,p,5.0,1.0,,,,,,5.0,1.0,1.0,5.0,1.0,,,,1,5,7.166666666666667,6.714285714285714,
replication,99,0,4,r,,,5.0,1.0,1.0,5.0,1.0,,,,,,5.0,1.0,1.0,1,5,6.857142857142857,6.714285714285714,5.0
replication,99,0,4,p,5.0,1.0,,,,,,5.0,1.0,1.0,5.0,1.0,,,,1,5,6.857142857142857,6.5,
replication,99,0,5,r,,,8.0,1.0,1.0,,,,,,,,,,,1,5,,,2.0
replication,99,0,5,p,5.0,1.0,,,,,,8.0,1.0,1.0,,,,,,1,5,,8.0,
replication,99,0,5,r,,,9.0,1.0,1.0,5.0,1.0,,,,,,8.0,1.0,1.0,1,5,5.0,8.0,1.0
replication,99,0,5,p,5.0,1.0,,,,,,9.0,1.0,1.0,5.0,1.0,,,,1,5,5.0,8.5,
replication,99,0,5,r,,,6.0,1.0,1.0,5.0,1.0,,,,,,9.0,1.0,1.0,1,5,5.0,8.5,4.0
replication,99,0,5,p,5.0,1.0,,,,,,6.0,1.0,1.0,5.0,1.0,,,,1,5,5.0,7.666666666666667,
replication,99,0,5,r,,,9.0,1.0,1.0,5.0,1.0,,,,,,6.0,1.0,1.0,1,5,5.0,7.666666666666667,1.0
replication,99,0,5,p,5.0,1.0,,,,,,9.0,1.0,1.0,5.0,1.0,,,,1,5,5.0,8.0,
replication,99,0,5,r,,,5.0,1.0,1.0,5.0,1.0,,,,,,9.0,1.0,1.0,1,5,5.0,8.0,5.0
replication,99,0,5,p,5.0,1.0,,,,,,5.0,1.0,1.0,5.0,1.0,,,,1,5,5.0,7.4,
replication,99,0,5,p,5.0,1.0,,,,5.0,1.0,,,,,,5.0,1.0,1.0,1,5,5.0,7.4,
replication,99,0,5,r,,,8.0,1.0,1.0,5.0,1.0,,,,5.0,1.0,,,,1,5,5.0,7.4,2.0
replication,99,0,5,p,5.0,1.0,,,,,,8.0,1.0,1.0,5.0,1.0,,,,1,5,5.0,7.5,
replication,99,0,5,r,,,7.0,1.0,1.0,5.0,1.0,,,,,,8.0,1.0,1.0,1,5,5.0,7.5,3.0
replication,99,0,5,r,,,7.0,1.0,1.0,,,7.0,1.0,1.0,5.0,1.0,,,,1,5,5.0,7.428571428571429,3.0
replication,99,0,5,p,5.0,1.0,,,,,,7.0,1.0,1.0,,,7.0,1.0,1.0,1,5,5.0,7.375,
replication,99,0,6,r,,,5.0,1.0,1.0,,,,,,,,,,,1,5,,,5.0
replication,99,0,6,p,5.0,1.0,,,,,,5.0,1.0,1.0,,,,,,1,5,,5.0,
replication,99,0,6,r,,,9.0,1.0,1.0,5.0,1.0,,,,,,5.0,1.0,1.0,1,5,5.0,5.0,1.0
replication,99,0,6,p,5.0,1.0,,,,,,9.0,1.0,1.0,5.0,1.0,,,,1,5,5.0,7.0,
replication,99,0,6,r,,,8.0,1.0,1.0,5.0,1.0,,,,,,9.0,1.0,1.0,1,5,5.0,7.0,2.0
replication,99,0,6,p,5.0,1.0,,,,,,8.0,1.0,1.0,5.0,1.0,,,,1,5,5.0,7.333333333333333,
replication,99,0,6,r,,,5.0,-2.0,0.0,5.0,1.0,,,,,,8.0,1.0,1.0,1,5,5.0,7.333333333333333,5.0
replication,99,0,6,r,,,7.0,1.0,1.0,,,5.0,-2.0,0.0,5.0,1.0,,,,1,5,5.0,6.75,3.0
replication,99,0,6,p,8.0,0.0,,,,,,7.0,1.0,1.0,,,5.0,-2.0,0.0,1,5,5.0,6.8,
replication,99,0,6,p,5.0,1.0,,,,8.0,0.0,,,,,,7.0,1.0,1.0,1,5,5.75,6.8,
replication,99,0,6,r,,,9.0,1.0,1.0,5.0,1.0,,,,8.0,0.0,,,,1,5,5.6,6.8,1.0
replication,99,0,6,p,5.0,1.0,,,,,,9.0,1.0,1.0,5.0,1.0,,,,1,5,5.6,7.166666666666667,
replication,99,0,6,r,,,6.0,1.0,1.0,5.0,1.0,,,,,,9.0,1.0,1.0,1,5,5.5,7.166666666666667,4.0
replication,99,0,6,p,8.0,0.0,,,,,,6.0,1.0,1.0,5.0,1.0,,,,1,5,5.5,7.0,
replication,99,0,6,r,,,9.0,1.0,1.0,8.0,0.0,,,,,,6.0,1.0,1.0,1,5,5.857142857142857,7.0,1.0
replication,99,0,6,p,5.0,1.0,,,,,,9.0,1.0,1.0,8.0,0.0,,,,1,5,5.857142857142857,7.25,
replication,99,0,7,r,,,5.0,1.0,1.0,,,,,,,,,,,1,5,,,5.0
replication,99,0,7,p,5.0,1.0,,,,,,5.0,1.0,1.0,,,,,,1,5,,5.0,
replication,99,0,7,r,,,7.0,1.0,1.0,5.0,1.0,,,,,,5.0,1.0,1.0,1,5,5.0,5.0,3.0
replication,99,0,7,p,8.0,1.0,,,,,,7.0,1.0,1.0,5.0,1.0,,,,1,5,5.0,6.0,
replication,99,0,7,r,,,5.0,1.0,1.0,8.0,1.0,,,,,,7.0,1.0,1.0,1,5,6.5,6.0,5.0
replication,99,0,7,p,8.0,0.0,,,,,,5.0,1.0,1.0,8.0,1.0,,,,1,5,6.5,5.666666666666667,
replication,99,0,7,r,,,8.0,-2.0,0.0,8.0,0.0,,,,,,5.0,1.0,1.0,1,5,7.0,5.666666666666667,2.0
replication,99,0,7,p,5.0,1.0,,,,,,8.0,-2.0,0.0,8.0,0.0,,,,1,5,7.0,6.25,
replication,99,0,7,r,,,6.0,1.0,1.0,5.0,1.0,,,,,,8.0,-2.0,0.0,1,5,6.5,6.25,4.0
replication,99,0,7,p,5.0,1.0,,,,,,6.0,1.0,1.0,5.0,1.0,,,,1,5,6.5,6.2,
replication,99,0,7,p,5.0,1.0,,,,5.0,1.0,,,,,,6.0,1.0,1.0,1,5,6.2,6.2,
replication,99,0,7,p,5.0,1.0,,,,5.0,1.0,,,,5.0,1.0,,,,1,5,6.0,6.2,
replication,99,0,7,r,,,6.0,1.0,1.0,5.0,1.0,,,,5.0,1.0,,,,1,5,5.857142857142857,6.2,4.0
replication,99,0,7,r,,,6.0,1.0,1.0,,,6.0,1.0,1.0,5.0,1.0,,,,1,5,5.857142857142857,6.166666666666667,4.0
replication,99,0,7,p,8.0,0.0,,,,,,6.0,1.0,1.0,,,6.0,1.0,1.0,1,5,5.857142857142857,6.142857142857143,
replication,99,0,7,r,,,5.0,1.0,1.0,8.0,0.0,,,,,,6.0,1.0,1.0,1,5,6.125,6.142857142857143,5.0
replication,99,0,8,r,,,6.0,1.0,1.0,,,,,,,,,,,1,5,,,4.0
replication,99,0,8,p,5.0,1.0,,,,,,6.0,1.0,1.0,,,,,,1,5,,6.0,
replication,99,0,8,r,,,5.0,-2.0,0.0,5.0,1.0,,,,,,6.0,1.0,1.0,1,5,5.0,6.0,5.0
replication,99,0,8,p,8.0,1.0,,,,,,5.0,-2.0,0.0,5.0,1.0,,,,1,5,5.0,5.5,
replication,99,0,8,r,,,5.0,1.0,1.0,8.0,1.0,,,,,,5.0,-2.0,0.0,1,5,6.5,5.5,5.0
replication,99,0,8,p,5.0,1.0,,,,,,5.0,1.0,1.0,8.0,1.0,,,,1,5,6.5,5.333333333333333,
replication,99,0,8,r,,,5.0,-2.0,0.0,5.0,1.0,,,,,,5.0,1.0,1.0,1,5,6.0,5.333333333333333,5.0
replication,99,0,8,p,5.0,1.0,,,,,,5.0,-2.0,0.0,5.0,1.0,,,,1,5,6.0,5.25,
replication,99,0,8,r,,,7.0,-2.0,0.0,5.0,1.0,,,,,,5.0,-2.0,0.0,1,5,5.75,5.25,3.0
replication,99,0,8,p,5.0,1.0,,,,,,7.0,-2.0,0.0,5.0,1.0,,,,1,5,5.75,5.6,
replication,99,0,8,p,5.0,1.0,,,,5.0,1.0,,,,,,7.0,-2.0,0.0,1,5,5.6,5.6,
replication,99,0,8,p,5.0,1.0,,,,5.0,1.0,,,,5.0,1.0,,,,1,5,5.5,5.6,
replication,99,0,8,r,,,8.0,1.0,1.0,5.0,1.0,,,,5.0,1.0,,,,1,5,5.428571428571429,5.6,2.0
replication,99,0,8,r,,,8.0,1.0,1.0,,,8.0,1.0,1.0,5.0,1.0,,,,1,5,5.428571428571429,6.0,2.0
replication,99,0,8,p,5.0,1.0,,,,,,8.0,1.0,1.0,,,8.0,1.0,1.0,1,5,5.428571428571429,6.285714285714286,
replication,99,0,8,r,,,5.0,1.0,1.0,5.0,1.0,,,,,,8.0,1.0,1.0,1,5,5.375,6.285714285714286,5.0
replication,99,0,8,p,,,,,,,,5.0,1.0,1.0,5.0,1.0,,,,1,5,5.375,6.125,
