condition,id,excluded,block_number,role,subjectTake,response_bool,proposerTake,subject_response,subject_response_bool,prev_subjectTake,prev_response_bool,prev_proposerTake,prev_subject_response,prev_subject_response_bool,prev_prev_subjectTake,prev_prev_response_bool,prev_prev_proposerTake,prev_prev_subject_response,prev_prev_subject_response_bool,deception,deception_scale,E_p,E_r,received
replication,0,0,0,r,,,5.0,2.0,1.0,,,,,,,,,,,1,3,,,5.0
replication,0,0,0,p,,0.0,,,,,,5.0,2.0,1.0,,,,,,1,3,,5.0,
replication,0,0,0,r,,,7.0,-1.0,0.0,,0.0,,,,,,5.0,2.0,1.0,1,3,,5.0,3.0
replication,0,0,0,p,9.0,0.0,,,,,,7.0,-1.0,0.0,,0.0,,,,1,3,,6.0,
replication,0,0,0,r,,,5.0,2.0,1.0,9.0,0.0,,,,,,7.0,-1.0,0.0,1,3,9.0,6.0,5.0
replication,0,0,0,r,,,9.0,0.0,,,,5.0,2.0,1.0,9.0,0.0,,,,1,3,9.0,5.666666666666667,1.0
replication,0,0,0,p,,0.0,,,,,,9.0,0.0,,,,5.0,2.0,1.0,1,3,9.0,6.5,
replication,0,0,0,r,,,9.0,,,,0.0,,,,,,9.0,0.0,,1,3,9.0,6.5,1.0
replication,0,0,0,p,7.0,0.0,,,,,,9.0,,,,0.0,,,,1,3,9.0,7.0,
replication,0,0,0,p,8.0,0.0,,,,7.0,0.0,,,,,,9.0,,,1,3,8.0,7.0,
replication,0,0,0,r,,,5.0,2.0,1.0,8.0,0.0,,,,7.0,0.0,,,,1,3,8.0,7.0,5.0
replication,0,0,0,p,7.0,0.0,,,,,,5.0,2.0,1.0,8.0,0.0,,,,1,3,8.0,6.666666666666667,
replication,0,0,0,r,,,8.0,-1.0,0.0,7.0,0.0,,,,,,5.0,2.0,1.0,1,3,7.75,6.666666666666667,2.0
replication,0,0,0,p,5.0,1.0,,,,,,8.0,-1.0,0.0,7.0,0.0,,,,1,3,7.75,6.857142857142857,
replication,0,0,0,r,,,6.0,2.0,1.0,5.0,1.0,,,,,,8.0,-1.0,0.0,1,3,7.2,6.857142857142857,4.0
replication,0,0,0,p,8.0,0.0,,,,,,6.0,2.0,1.0,5.0,1.0,,,,1,3,7.2,6.75,
replication,0,0,1,r,,,8.0,-2.0,0.0,,,,,,,,,,,1,3,,,2.0
replication,0,0,1,p,5.0,1.0,,,,,,8.0,-2.0,0.0,,,,,,1,3,,8.0,
replication,0,0,1,r,,,7.0,0.0,,5.0,1.0,,,,,,8.0,-2.0,0.0,1,3,5.0,8.0,3.0
replication,0,0,1,p,5.0,1.0,,,,,,7.0,0.0,,5.0,1.0,,,,1,3,5.0,7.5,
replication,0,0,1,p,8.0,1.0,,,,5.0,1.0,,,,,,7.0,0.0,,1,3,5.0,7.5,
replication,0,0,1,r,,,8.0,0.0,,8.0,1.0,,,,5.0,1.0,,,,1,3,6.0,7.5,2.0
replication,0,0,1,p,8.0,0.0,,,,,,8.0,0.0,,8.0,1.0,,,,1,3,6.0,7.666666666666667,
replication,0,0,1,r,,,8.0,-2.0,0.0,8.0,0.0,,,,,,8.0,0.0,,1,3,6.5,7.666666666666667,2.0
replication,0,0,1,p,8.0,0.0,,,,,,8.0,-2.0,0.0,8.0,0.0,,,,1,3,6.5,7.75,
replication,0,0,1,r,,,5.0,-1.0,0.0,8.0,0.0,,,,,,8.0,-2.0,0.0,1,3,6.8,7.75,5.0
replication,0,0,1,r,,,9.0,1.0,1.0,,,5.0,-1.0,0.0,8.0,0.0,,,,1,3,6.8,7.2,1.0
replication,0,0,1,p,6.0,1.0,,,,,,9.0,1.0,1.0,,,5.0,-1.0,0.0,1,3,6.8,7.5,
replication,0,0,1,r,,,5.0,0.0,,6.0,1.0,,,,,,9.0,1.0,1.0,1,3,6.666666666666667,7.5,5.0
replication,0,0,1,p,7.0,0.0,,,,,,5.0,0.0,,6.0,1.0,,,,1,3,6.666666666666667,7.142857142857143,
replication,0,0,1,r,,,5.0,1.0,1.0,7.0,0.0,,,,,,5.0,0.0,,1,3,6.714285714285714,7.142857142857143,5.0
replication,0,0,1,p,6.0,1.0,,,,,,5.0,1.0,1.0,7.0,0.0,,,,1,3,6.714285714285714,6.875,
replication,0,0,2,r,,,5.0,0.0,,,,,,,,,,,,1,3,,,5.0
replication,0,0,2,p,7.0,1.0,,,,,,5.0,0.0,,,,,,,1,3,,5.0,
replication,0,0,2,r,,,6.0,0.0,,7.0,1.0,,,,,,5.0,0.0,,1,3,7.0,5.0,4.0
replication,0,0,2,p,7.0,1.0,,,,,,6.0,0.0,,7.0,1.0,,,,1,3,7.0,5.5,
replication,0,0,2,r,,,5.0,0.0,,7.0,1.0,,,,,,6.0,0.0,,1,3,7.0,5.5,5.0
replication,0,0,2,p,7.0,0.0,,,,,,5.0,0.0,,7.0,1.0,,,,1,3,7.0,5.333333333333333,
replication,0,0,2,p,7.0,0.0,,,,7.0,0.0,,,,,,5.0,0.0,,1,3,7.0,5.333333333333333,
replication,0,0,2,r,,,5.0,-1.0,0.0,7.0,0.0,,,,7.0,0.0,,,,1,3,7.0,5.333333333333333,5.0
replication,0,0,2,p,8.0,0.0,,,,,,5.0,-1.0,0.0,7.0,0.0,,,,1,3,7.0,5.25,
replication,0,0,2,r,,,6.0,-2.0,0.0,8.0,0.0,,,,,,5.0,-1.0,0.0,1,3,7.2,5.25,4.0
replication,0,0,2,r,,,9.0,1.0,1.0,,,6.0,-2.0,0.0,8.0,0.0,,,,1,3,7.2,5.4,1.0
replication,0,0,2,p,7.0,0.0,,,,,,9.0,1.0,1.0,,,6.0,-2.0,0.0,1,3,7.2,6.0,
replication,0,0,2,r,,,8.0,1.0,1.0,7.0,0.0,,,,,,9.0,1.0,1.0,1,3,7.166666666666667,6.0,2.0
replication,0,0,2,p,9.0,1.0,,,,,,8.0,1.0,1.0,7.0,0.0,,,,1,3,7.166666666666667,6.285714285714286,
replication,0,0,2,r,,,5.0,1.0,1.0,9.0,1.0,,,,,,8.0,1.0,1.0,1,3,7.428571428571429,6.285714285714286,5.0
replication,0,0,2,p,5.0,1.0,,,,,,5.0,1.0,1.0,9.0,1.0,,,,1,3,7.428571428571429,6.125,
replication,0,0,3,r,,,6.0,,,,,,,,,,,,,1,3,,,4.0
replication,0,0,3,r,,,6.0,,,,,6.0,,,,,,,,1,3,,6.0,4.0
replication,0,0,3,p,8.0,1.0,,,,,,6.0,,,,,6.0,,,1,3,,6.0,
replication,0,0,3,r,,,5.0,,,8.0,1.0,,,,,,6.0,,,1,3,8.0,6.0,5.0
replication,0,0,3,p,8.0,1.0,,,,,,5.0,,,8.0,1.0,,,,1,3,8.0,5.666666666666667,
replication,0,0,3,r,,,6.0,,,8.0,1.0,,,,,,5.0,,,1,3,8.0,5.666666666666667,4.0
replication,0,0,3,p,,0.0,,,,,,6.0,,,8.0,1.0,,,,1,3,8.0,5.75,
replication,0,0,3,p,7.0,1.0,,,,,0.0,,,,,,6.0,,,1,3,8.0,5.75,
replication,0,0,3,r,,,7.0,,,7.0,1.0,,,,,0.0,,,,1,3,7.666666666666667,5.75,3.0
replication,0,0,3,p,7.0,1.0,,,,,,7.0,,,7.0,1.0,,,,1,3,7.666666666666667,6.0,
replication,0,0,3,r,,,7.0,0.0,,7.0,1.0,,,,,,7.0,,,1,3,7.5,6.0,3.0
replication,0,0,3,p,6.0,1.0,,,,,,7.0,0.0,,7.0,1.0,,,,1,3,7.5,6.166666666666667,
replication,0,0,3,r,,,8.0,,,6.0,1.0,,,,,,7.0,0.0,,1,3,7.2,6.166666666666667,2.0
replication,0,0,3,p,7.0,1.0,,,,,,8.0,,,6.0,1.0,,,,1,3,7.2,6.428571428571429,
replication,0,0,3,r,,,5.0,-1.0,0.0,7.0,1.0,,,,,,8.0,,,1,3,7.166666666666667,6.428571428571429,5.0
replication,0,0,3,p,7.0,0.0,,,,,,5.0,-1.0,0.0,7.0,1.0,,,,1,3,7.166666666666667,6.25,
replication,0,0,4,r,,,7.0,0.0,,,,,,,,,,,,1,3,,,3.0
replication,0,0,4,p,7.0,0.0,,,,,,7.0,0.0,,,,,,,1,3,,7.0,
replication,0,0,4,r,,,7.0,1.0,1.0,7.0,0.0,,,,,,7.0,0.0,,1,3,7.0,7.0,3.0
replication,0,0,4,p,7.0,0.0,,,,,,7.0,1.0,1.0,7.0,0.0,,,,1,3,7.0,7.0,
replication,0,0,4,r,,,5.0,0.0,,7.0,0.0,,,,,,7.0,1.0,1.0,1,3,7.0,7.0,5.0
replication,0,0,4,r,,,7.0,0.0,,,,5.0,0.0,,7.0,0.0,,,,1,3,7.0,6.333333333333333,3.0
replication,0,0,4,p,7.0,1.0,,,,,,7.0,0.0,,,,5.0,0.0,,1,3,7.0,6.5,
replication,0,0,4,r,,,7.0,,,7.0,1.0,,,,,,7.0,0.0,,1,3,7.0,6.5,3.0
replication,0,0,4,p,,0.0,,,,,,7.0,,,7.0,1.0,,,,1,3,7.0,6.6,
replication,0,0,4,p,7.0,1.0,,,,,0.0,,,,,,7.0,,,1,3,7.0,6.6,
replication,0,0,4,r,,,8.0,,,7.0,1.0,,,,,0.0,,,,1,3,7.0,6.6,2.0
replication,0,0,4,p,7.0,0.0,,,,,,8.0,,,7.0,1.0,,,,1,3,7.0,6.833333333333333,
replication,0,0,4,r,,,6.0,0.0,,7.0,0.0,,,,,,8.0,,,1,3,7.0,6.833333333333333,4.0
replication,0,0,4,p,8.0,0.0,,,,,,6.0,0.0,,7.0,0.0,,,,1,3,7.0,6.714285714285714,
replication,0,0,4,r,,,5.0,-2.0,0.0,8.0,0.0,,,,,,6.0,0.0,,1,3,7.166666666666667,6.714285714285714,5.0
replication,0,0,4,p,7.0,1.0,,,,,,5.0,-2.0,0.0,8.0,0.0,,,,1,3,7.166666666666667,6.5,
replication,0,0,5,r,,,8.0,1.0,1.0,,,,,,,,,,,1,3,,,2.0
replication,0,0,5,p,7.0,1.0,,,,,,8.0,1.0,1.0,,,,,,1,3,,8.0,
replication,0,0,5,r,,,6.0,1.0,1.0,7.0,1.0,,,,,,8.0,1.0,1.0,1,3,7.0,8.0,4.0
replication,0,0,5,p,7.0,0.0,,,,,,6.0,1.0,1.0,7.0,1.0,,,,1,3,7.0,7.0,
replication,0,0,5,r,,,9.0,0.0,,7.0,0.0,,,,,,6.0,1.0,1.0,1,3,7.0,7.0,1.0
replication,0,0,5,p,8.0,0.0,,,,,,9.0,0.0,,7.0,0.0,,,,1,3,7.0,7.666666666666667,
replication,0,0,5,r,,,7.0,-1.0,0.0,8.0,0.0,,,,,,9.0,0.0,,1,3,7.333333333333333,7.666666666666667,3.0
replication,0,0,5,p,9.0,0.0,,,,,,7.0,-1.0,0.0,8.0,0.0,,,,1,3,7.333333333333333,7.5,
replication,0,0,5,r,,,9.0,2.0,1.0,9.0,0.0,,,,,,7.0,-1.0,0.0,1,3,7.75,7.5,1.0
replication,0,0,5,p,8.0,0.0,,,,,,9.0,2.0,1.0,9.0,0.0,,,,1,3,7.75,7.8,
replication,0,0,5,p,7.0,1.0,,,,8.0,0.0,,,,,,9.0,2.0,1.0,1,3,7.8,7.8,
replication,0,0,5,r,,,6.0,,,7.0,1.0,,,,8.0,0.0,,,,1,3,7.666666666666667,7.8,4.0
replication,0,0,5,p,,0.0,,,,,,6.0,,,7.0,1.0,,,,1,3,7.666666666666667,7.5,
replication,0,0,5,r,,,5.0,,,,0.0,,,,,,6.0,,,1,3,7.666666666666667,7.5,5.0
replication,0,0,5,r,,,5.0,,,,,5.0,,,,0.0,,,,1,3,7.666666666666667,7.142857142857143,5.0
replication,0,0,5,p,7.0,1.0,,,,,,5.0,,,,,5.0,,,1,3,7.666666666666667,6.875,
replication,0,0,6,r,,,9.0,0.0,,,,,,,,,,,,1,3,,,1.0
replication,0,0,6,p,,0.0,,,,,,9.0,0.0,,,,,,,1,3,,9.0,
replication,0,0,6,r,,,5.0,,,,0.0,,,,,,9.0,0.0,,1,3,,9.0,5.0
replication,0,0,6,p,,0.0,,,,,,5.0,,,,0.0,,,,1,3,,7.0,
replication,0,0,6,r,,,7.0,1.0,1.0,,0.0,,,,,,5.0,,,1,3,,7.0,3.0
replication,0,0,6,p,6.0,1.0,,,,,,7.0,1.0,1.0,,0.0,,,,1,3,,7.0,
replication,0,0,6,r,,,9.0,-2.0,0.0,6.0,1.0,,,,,,7.0,1.0,1.0,1,3,6.0,7.0,1.0
replication,0,0,6,r,,,9.0,0.0,,,,9.0,-2.0,0.0,6.0,1.0,,,,1,3,6.0,7.5,1.0
replication,0,0,6,p,7.0,1.0,,,,,,9.0,0.0,,,,9.0,-2.0,0.0,1,3,6.0,7.8,
replication,0,0,6,p,6.0,1.0,,,,7.0,1.0,,,,,,9.0,0.0,,1,3,6.5,7.8,
replication,0,0,6,r,,,5.0,0.0,,6.0,1.0,,,,7.0,1.0,,,,1,3,6.333333333333333,7.8,5.0
replication,0,0,6,p,8.0,0.0,,,,,,5.0,0.0,,6.0,1.0,,,,1,3,6.333333333333333,7.333333333333333,
replication,0,0,6,r,,,9.0,,,8.0,0.0,,,,,,5.0,0.0,,1,3,6.75,7.333333333333333,1.0
replication,0,0,6,p,,0.0,,,,,,9.0,,,8.0,0.0,,,,1,3,6.75,7.571428571428571,
replication,0,0,6,r,,,9.0,2.0,1.0,,0.0,,,,,,9.0,,,1,3,6.75,7.571428571428571,1.0
replication,0,0,6,p,8.0,1.0,,,,,,9.0,2.0,1.0,,0.0,,,,1,3,6.75,7.75,
replication,0,0,7,r,,,6.0,1.0,1.0,,,,,,,,,,,1,3,,,4.0
replication,0,0,7,p,7.0,0.0,,,,,,6.0,1.0,1.0,,,,,,1,3,,6.0,
replication,0,0,7,r,,,9.0,-2.0,0.0,7.0,0.0,,,,,,6.0,1.0,1.0,1,3,7.0,6.0,1.0
replication,0,0,7,p,,0.0,,,,,,9.0,-2.0,0.0,7.0,0.0,,,,1,3,7.0,7.5,
replication,0,0,7,r,,,6.0,,,,0.0,,,,,,9.0,-2.0,0.0,1,3,7.0,7.5,4.0
replication,0,0,7,p,,0.0,,,,,,6.0,,,,0.0,,,,1,3,7.0,7.0,
replication,0,0,7,r,,,7.0,,,,0.0,,,,,,6.0,,,1,3,7.0,7.0,3.0
replication,0,0,7,p,,0.0,,,,,,7.0,,,,0.0,,,,1,3,7.0,7.0,
replication,0,0,7,r,,,5.0,,,,0.0,,,,,,7.0,,,1,3,7.0,7.0,5.0
replication,0,0,7,p,,0.0,,,,,,5.0,,,,0.0,,,,1,3,7.0,6.6,
replication,0,0,7,p,,0.0,,,,,0.0,,,,,,5.0,,,1,3,7.0,6.6,
replication,0,0,7,p,,0.0,,,,,0.0,,,,,0.0,,,,1,3,7.0,6.6,
replication,0,0,7,r,,,7.0,,,,0.0,,,,,0.0,,,,1,3,7.0,6.6,3.0
replication,0,0,7,r,,,5.0,,,,,7.0,,,,0.0,,,,1,3,7.0,6.666666666666667,5.0
replication,0,0,7,p,,0.0,,,,,,5.0,,,,,7.0,,,1,3,7.0,6.428571428571429,
replication,0,0,7,r,,,8.0,0.0,,,0.0,,,,,,5.0,,,1,3,7.0,6.428571428571429,2.0
replication,0,0,8,r,,,9.0,,,,,,,,,,,,,1,3,,,1.0
replication,0,0,8,p,,0.0,,,,,,9.0,,,,,,,,1,3,,9.0,
replication,0,0,8,r,,,9.0,,,,0.0,,,,,,9.0,,,1,3,,9.0,1.0
replication,0,0,8,p,,0.0,,,,,,9.0,,,,0.0,,,,1,3,,9.0,
replication,0,0,8,r,,,7.0,,,,0.0,,,,,,9.0,,,1,3,,9.0,3.0
replication,0,0,8,p,,0.0,,,,,,7.0,,,,0.0,,,,1,3,,8.333333333333334,
replication,0,0,8,r,,,7.0,0.0,,,0.0,,,,,,7.0,,,1,3,,8.333333333333334,3.0
replication,0,0,8,p,,0.0,,,,,,7.0,0.0,,,0.0,,,,1,3,,8.0,
replication,0,0,8,r,,,9.0,,,,0.0,,,,,,7.0,0.0,,1,3,,8.0,1.0
replication,0,0,8,p,,0.0,,,,,,9.0,,,,0.0,,,,1,3,,8.2,
replication,0,0,8,p,,0.0,,,,,0.0,,,,,,9.0,,,1,3,,8.2,
replication,0,0,8,p,,0.0,,,,,0.0,,,,,0.0,,,,1,3,,8.2,
replication,0,0,8,r,,,8.0,0.0,,,0.0,,,,,0.0,,,,1,3,,8.2,2.0
replication,0,0,8,r,,,5.0,1.0,1.0,,,8.0,0.0,,,0.0,,,,1,3,,8.166666666666666,5.0
replication,0,0,8,p,,0.0,,,,,,5.0,1.0,1.0,,,8.0,0.0,,1,3,,7.714285714285714,
replication,0,0,8,r,,,7.0,-2.0,0.0,,0.0,,,,,,5.0,1.0,1.0,1,3,,7.714285714285714,3.0
replication,0,0,8,p,,,,,,,,7.0,-2.0,0.0,,0.0,,,,1,3,,7.625,
selfish,1,0,0,r,,,6.0,,,,,,,,,,,,,0,2,,,4.0
selfish,1,0,0,p,5.0,1.0,,,,,,6.0,,,,,,,,0,2,,6.0,
selfish,1,0,0,r,,,7.0,-1.0,0.0,5.0,1.0,,,,,,6.0,,,0,2,5.0,6.0,3.0
selfish,1,0,0,p,6.0,1.0,,,,,,7.0,-1.0,0.0,5.0,1.0,,,,0,2,5.0,6.5,
selfish,1,0,0,r,,,9.0,-2.0,0.0,6.0,1.0,,,,,,7.0,-1.0,0.0,0,2,5.5,6.5,1.0
selfish,1,0,0,r,,,7.0,-1.0,0.0,,,9.0,-2.0,0.0,6.0,1.0,,,,0,2,5.5,7.333333333333333,3.0
selfish,1,0,0,p,6.0,1.0,,,,,,7.0,-1.0,0.0,,,9.0,-2.0,0.0,0,2,5.5,7.25,
selfish,1,0,0,r,,,7.0,0.0,,6.0,1.0,,,,,,7.0,-1.0,0.0,0,2,5.666666666666667,7.25,3.0
selfish,1,0,0,p,6.0,1.0,,,,,,7.0,0.0,,6.0,1.0,,,,0,2,5.666666666666667,7.2,
selfish,1,0,0,p,7.0,0.0,,,,6.0,1.0,,,,,,7.0,0.0,,0,2,5.75,7.2,
selfish,1,0,0,r,,,6.0,1.0,1.0,7.0,0.0,,,,6.0,1.0,,,,0,2,6.0,7.2,4.0
selfish,1,0,0,p,6.0,1.0,,,,,,6.0,1.0,1.0,7.0,0.0,,,,0,2,6.0,7.0,
selfish,1,0,0,r,,,6.0,1.0,1.0,6.0,1.0,,,,,,6.0,1.0,1.0,0,2,6.0,7.0,4.0
selfish,1,0,0,p,6.0,1.0,,,,,,6.0,1.0,1.0,6.0,1.0,,,,0,2,6.0,6.857142857142857,
selfish,1,0,0,r,,,7.0,-1.0,0.0,6.0,1.0,,,,,,6.0,1.0,1.0,0,2,6.0,6.857142857142857,3.0
selfish,1,0,0,p,6.0,1.0,,,,,,7.0,-1.0,0.0,6.0,1.0,,,,0,2,6.0,6.875,
selfish,1,0,1,r,,,9.0,-2.0,0.0,,,,,,,,,,,0,2,,,1.0
selfish,1,0,1,p,6.0,1.0,,,,,,9.0,-2.0,0.0,,,,,,0,2,,9.0,
selfish,1,0,1,r,,,8.0,-1.0,0.0,6.0,1.0,,,,,,9.0,-2.0,0.0,0,2,6.0,9.0,2.0
selfish,1,0,1,p,7.0,1.0,,,,,,8.0,-1.0,0.0,6.0,1.0,,,,0,2,6.0,8.5,
selfish,1,0,1,p,7.0,1.0,,,,7.0,1.0,,,,,,8.0,-1.0,0.0,0,2,6.5,8.5,
selfish,1,0,1,r,,,6.0,1.0,1.0,7.0,1.0,,,,7.0,1.0,,,,0,2,6.666666666666667,8.5,4.0
selfish,1,0,1,p,7.0,0.0,,,,,,6.0,1.0,1.0,7.0,1.0,,,,0,2,6.666666666666667,7.666666666666667,
selfish,1,0,1,r,,,7.0,-1.0,0.0,7.0,0.0,,,,,,6.0,1.0,1.0,0,2,6.75,7.666666666666667,3.0
selfish,1,0,1,p,6.0,1.0,,,,,,7.0,-1.0,0.0,7.0,0.0,,,,0,2,6.75,7.5,
selfish,1,0,1,r,,,7.0,-1.0,0.0,6.0,1.0,,,,,,7.0,-1.0,0.0,0,2,6.6,7.5,3.0
selfish,1,0,1,r,,,6.0,1.0,1.0,,,7.0,-1.0,0.0,6.0,1.0,,,,0,2,6.6,7.4,4.0
selfish,1,0,1,p,6.0,1.0,,,,,,6.0,1.0,1.0,,,7.0,-1.0,0.0,0,2,6.6,7.166666666666667,
selfish,1,0,1,r,,,8.0,-1.0,0.0,6.0,1.0,,,,,,6.0,1.0,1.0,0,2,6.5,7.166666666666667,2.0
selfish,1,0,1,p,8.0,0.0,,,,,,8.0,-1.0,0.0,6.0,1.0,,,,0,2,6.5,7.285714285714286,
selfish,1,0,1,r,,,6.0,-2.0,0.0,8.0,0.0,,,,,,8.0,-1.0,0.0,0,2,6.714285714285714,7.285714285714286,4.0
selfish,1,0,1,p,6.0,1.0,,,,,,6.0,-2.0,0.0,8.0,0.0,,,,0,2,6.714285714285714,7.125,
selfish,1,0,2,r,,,7.0,-1.0,0.0,,,,,,,,,,,0,2,,,3.0
selfish,1,0,2,p,6.0,1.0,,,,,,7.0,-1.0,0.0,,,,,,0,2,,7.0,
selfish,1,0,2,r,,,7.0,,,6.0,1.0,,,,,,7.0,-1.0,0.0,0,2,6.0,7.0,3.0
selfish,1,0,2,p,7.0,0.0,,,,,,7.0,,,6.0,1.0,,,,0,2,6.0,7.0,
selfish,1,0,2,r,,,7.0,-1.0,0.0,7.0,0.0,,,,,,7.0,,,0,2,6.5,7.0,3.0
selfish,1,0,2,p,9.0,1.0,,,,,,7.0,-1.0,0.0,7.0,0.0,,,,0,2,6.5,7.0,
selfish,1,0,2,p,6.0,1.0,,,,9.0,1.0,,,,,,7.0,-1.0,0.0,0,2,7.333333333333333,7.0,
selfish,1,0,2,r,,,7.0,1.0,1.0,6.0,1.0,,,,9.0,1.0,,,,0,2,7.0,7.0,3.0
selfish,1,0,2,p,8.0,0.0,,,,,,7.0,1.0,1.0,6.0,1.0,,,,0,2,7.0,7.0,
selfish,1,0,2,r,,,6.0,1.0,1.0,8.0,0.0,,,,,,7.0,1.0,1.0,0,2,7.2,7.0,4.0
selfish,1,0,2,r,,,7.0,-1.0,0.0,,,6.0,1.0,1.0,8.0,0.0,,,,0,2,7.2,6.8,3.0
selfish,1,0,2,p,6.0,1.0,,,,,,7.0,-1.0,0.0,,,6.0,1.0,1.0,0,2,7.2,6.833333333333333,
selfish,1,0,2,r,,,6.0,1.0,1.0,6.0,1.0,,,,,,7.0,-1.0,0.0,0,2,7.0,6.833333333333333,4.0
selfish,1,0,2,p,9.0,0.0,,,,,,6.0,1.0,1.0,6.0,1.0,,,,0,2,7.0,6.714285714285714,
selfish,1,0,2,r,,,7.0,-1.0,0.0,9.0,0.0,,,,,,6.0,1.0,1.0,0,2,7.285714285714286,6.714285714285714,3.0
selfish,1,0,2,p,7.0,0.0,,,,,,7.0,-1.0,0.0,9.0,0.0,,,,0,2,7.285714285714286,6.75,
selfish,1,0,3,r,,,7.0,-1.0,0.0,,,,,,,,,,,0,2,,,3.0
selfish,1,0,3,r,,,5.0,2.0,1.0,,,7.0,-1.0,0.0,,,,,,0,2,,7.0,5.0
selfish,1,0,3,p,6.0,1.0,,,,,,5.0,2.0,1.0,,,7.0,-1.0,0.0,0,2,,6.0,
selfish,1,0,3,r,,,9.0,-2.0,0.0,6.0,1.0,,,,,,5.0,2.0,1.0,0,2,6.0,6.0,1.0
selfish,1,0,3,p,7.0,0.0,,,,,,9.0,-2.0,0.0,6.0,1.0,,,,0,2,6.0,7.0,
selfish,1,0,3,r,,,7.0,-1.0,0.0,7.0,0.0,,,,,,9.0,-2.0,0.0,0,2,6.5,7.0,3.0
selfish,1,0,3,p,6.0,0.0,,,,,,7.0,-1.0,0.0,7.0,0.0,,,,0,2,6.5,7.0,
selfish,1,0,3,p,9.0,0.0,,,,6.0,0.0,,,,,,7.0,-1.0,0.0,0,2,6.333333333333333,7.0,
selfish,1,0,3,r,,,7.0,-1.0,0.0,9.0,0.0,,,,6.0,0.0,,,,0,2,7.0,7.0,3.0
selfish,1,0,3,p,6.0,1.0,,,,,,7.0,-1.0,0.0,9.0,0.0,,,,0,2,7.0,7.0,
selfish,1,0,3,r,,,6.0,-1.0,0.0,6.0,1.0,,,,,,7.0,-1.0,0.0,0,2,6.8,7.0,4.0
selfish,1,0,3,p,6.0,1.0,,,,,,6.0,-1.0,0.0,6.0,1.0,,,,0,2,6.8,6.833333333333333,
selfish,1,0,3,r,,,6.0,-1.0,0.0,6.0,1.0,,,,,,6.0,-1.0,0.0,0,2,6.666666666666667,6.833333333333333,4.0
selfish,1,0,3,p,,0.0,,,,,,6.0,-1.0,0.0,6.0,1.0,,,,0,2,6.666666666666667,6.714285714285714,
selfish,1,0,3,r,,,7.0,-1.0,0.0,,0.0,,,,,,6.0,-1.0,0.0,0,2,6.666666666666667,6.714285714285714,3.0
selfish,1,0,3,p,6.0,1.0,,,,,,7.0,-1.0,0.0,,0.0,,,,0,2,6.666666666666667,6.75,
selfish,1,0,4,r,,,7.0,1.0,1.0,,,,,,,,,,,0,2,,,3.0
selfish,1,0,4,p,8.0,0.0,,,,,,7.0,1.0,1.0,,,,,,0,2,,7.0,
selfish,1,0,4,r,,,7.0,1.0,1.0,8.0,0.0,,,,,,7.0,1.0,1.0,0,2,8.0,7.0,3.0
selfish,1,0,4,p,7.0,1.0,,,,,,7.0,1.0,1.0,8.0,0.0,,,,0,2,8.0,7.0,
selfish,1,0,4,r,,,7.0,,,7.0,1.0,,,,,,7.0,1.0,1.0,0,2,7.5,7.0,3.0
selfish,1,0,4,r,,,7.0,1.0,1.0,,,7.0,,,7.0,1.0,,,,0,2,7.5,7.0,3.0
selfish,1,0,4,p,7.0,0.0,,,,,,7.0,1.0,1.0,,,7.0,,,0,2,7.5,7.0,
selfish,1,0,4,r,,,7.0,-1.0,0.0,7.0,0.0,,,,,,7.0,1.0,1.0,0,2,7.333333333333333,7.0,3.0
selfish,1,0,4,p,7.0,0.0,,,,,,7.0,-1.0,0.0,7.0,0.0,,,,0,2,7.333333333333333,7.0,
selfish,1,0,4,p,6.0,1.0,,,,7.0,0.0,,,,,,7.0,-1.0,0.0,0,2,7.25,7.0,
selfish,1,0,4,r,,,7.0,-1.0,0.0,6.0,1.0,,,,7.0,0.0,,,,0,2,7.0,7.0,3.0
selfish,1,0,4,p,6.0,1.0,,,,,,7.0,-1.0,0.0,6.0,1.0,,,,0,2,7.0,7.0,
selfish,1,0,4,r,,,7.0,-1.0,0.0,6.0,1.0,,,,,,7.0,-1.0,0.0,0,2,6.833333333333333,7.0,3.0
selfish,1,0,4,p,6.0,1.0,,,,,,7.0,-1.0,0.0,6.0,1.0,,,,0,2,6.833333333333333,7.0,
selfish,1,0,4,r,,,7.0,-1.0,0.0,6.0,1.0,,,,,,7.0,-1.0,0.0,0,2,6.714285714285714,7.0,3.0
selfish,1,0,4,p,6.0,1.0,,,,,,7.0,-1.0,0.0,6.0,1.0,,,,0,2,6.714285714285714,7.0,
selfish,1,0,5,r,,,7.0,1.0,1.0,,,,,,,,,,,0,2,,,3.0
selfish,1,0,5,p,7.0,0.0,,,,,,7.0,1.0,1.0,,,,,,0,2,,7.0,
selfish,1,0,5,r,,,7.0,-1.0,0.0,7.0,0.0,,,,,,7.0,1.0,1.0,0,2,7.0,7.0,3.0
selfish,1,0,5,p,7.0,0.0,,,,,,7.0,-1.0,0.0,7.0,0.0,,,,0,2,7.0,7.0,
selfish,1,0,5,r,,,6.0,-1.0,0.0,7.0,0.0,,,,,,7.0,-1.0,0.0,0,2,7.0,7.0,4.0
selfish,1,0,5,p,6.0,0.0,,,,,,6.0,-1.0,0.0,7.0,0.0,,,,0,2,7.0,6.666666666666667,
